sentence1	sentence2	label
"While Quine has referred to such logics as "" free "" logic , they are now called inclusive logics ."	"While Quine called such logics "" free "" logic they are now referred to as inclusive logic ."	1
He became an expert both in the eloquent use of the language and in the use of clever arguments to make his points .	He became an expert both in the eloquent use of language and in the use of wise arguments to make his points .	1
Lü Bu 's second wife , who was only mentioned by name in the novel , was a fictional daughter of Cao Bao .	The second wife of Lü Bu , who was mentioned only by name in the novel , was a fictional daughter of Cao Bao .	1
LA ( Inglewood , CA ) Campus is accredited by the Council on Occupational Education and the Inland Empire Location is a subsidiary of the Los Angeles Campus .	The LA ( Inglewood , CA ) Campus is accredited by the Council on Occupational Education and the Inland Empire Location is a branch of the Los Angeles Campus .	1
More recently , the band Extra Life has combined aspects of early music with the modern genre of math rock .	More recently , the band has combined Extra Life Aspects of Old Music with the modern genre of Math Rock .	1
Silver became the engine of the Spanish colonial economy , both in New Spain and in Peru .	In both Peru and New Spain , silver became the engine of the Spanish colonial economy .	1
A recurring theme in the books is conversation between Daniel and baby Carter ( Uncle Mort 's son ) .	A recurring theme in the books is the conversation between Daniel and Baby Carter ( son of Uncle Mort ) .	1
In July 2011 , responsibility for the Werris Creek to North Star line was transferred from the Country Rail Infrastructure Authority to the ARTC .	In July 2011 , the competence for the Werris Creek to North Star route was transferred from the Country Rail Infrastructure Authority to ARTC .	1
With these and other men he continued in the following five years to complete the harrying of the north and conduct the Norman conquest of England .	With these and other men he went on in the five succeeding years to complete the Harrying of the North and conduct the Norman conquest of England .	1
The Westlake Village neighborhood and the Ventura Freeway ( 101 ) are in the south and Lake Lindero to the west .	The Westlake village neighborhood and the Ventura Freeway ( 101 ) are to the south , and Lake Lindero on the west .	1
On 30 August 1853 , Alexander Ramsey 's daughter , Eliza Ellen Champlin , Stephen Champlin , was married to a partner of John B. Cook in Minnesota .	On August 30 , 1853 , Alexander Ramsey 's daughter , Eliza Ellen Champlin , married Stephen Champlin , a partner of Minnesota 's John B. Cook .	1
Men Suddenly in Love is a 2011 Hong Kong romantic comedy of Wong Jing written , produced and directed by .	Men Suddenly in Love is a 2011 Hong Kong romantic comedy film written by , produced by and directed by Wong Jing .	1
This weighs the model of a stone that I have seen lately , it accompanies Mang .	This weighs the model of a Stone I have lately seen ; it accompanies Mang .	1
Ayliffe married Janet Lloyd in 1963 and had two children .	Janet Lloyd married Ayliffe in 1963 and they had two children .	1
With support from the Rockefeller Foundation and the Carnegie Foundation , Carter contributed .	With support from the Carnegie Foundation and the Rockefeller Foundation , Carter conterred .	1
"This first version is unofficially called "" rare version "" ."	"This first version is called "" rare version "" unofficially ."	1
The Astors settled in North America , first appearing in Germany in the 18th century with John Jacob Astor , one of the richest people in history .	The astors settled in North America , appearing for the first time in the 18th century in Germany with John Jacob Astor , one of the richest people in history .	1
Air Cortez also conducted international flights from the airport with service to Guaymas , Mexico in Loreto and Mulege .	Air Cortez also operated international flights from the airport with service to Guaymas , Mexico in Loreto and Mulege .	1
"He was portrayed by Robert Loggia in the 1982 television movie "" A Woman Called Golda "" , opposite Ingrid Bergman as Golda Meir ."	"He was portrayed by Robert Loggia in the television film A Woman Called Golda "" ( 1982 ) as Ingrid Bergman as Golda Meir ."	1
Indy legend Gordon Johncock , veteran Stan Fox , and Buddy Lazier , who made the race for the first time .	Indy - Legend Gordon Johncock , Veteran Stan Fox and Buddy Lazier , who have made the race for the first time .	1
Other studies have also been submitted to the Federal Power Commission by the Congress and the Power Authority of New York .	Also other studies were submitted to the Federal Power Commission by the Congress and Power Authority of New York .	1
He visits Fred and makes him his new partner , then goes to the cratchit house , where he restores Bob and increases his reward .	He visits Fred and makes him his new partner , then goes to the Cratchit house where he rehires Bob and increases his wages .	1
The music was composed by V. Dakshinamoorthy and lyrics was written by Sreekumaran Thampi and .	The music was composed by V. Dakshinamoorthy and the lyrics by Sreekumaran Thampi and written .	1
Viktor Arkadyevich Bely , also Viktor Aronovich Bely ( January 14 , 1904 - March 6 , 1983 ) , was a Russian composer and social activist .	Viktor Arkadyevich Bely , also Viktor Aronovich Bely ( ; 14 January 1904 -- 6 March 1983 ) , was a Russian composer and social activist .	1
William de Middleton ( or William Middleton , died August 31 or September 1 , 1288 ) was a medieval bishop of Norwich .	William Middleton ( or William de Middleton ; died on August 31 or September 1 , 1288 ) was a medieval bishop of Norwich .	1
The eggs , which are generally two in the number , are marked with greenish white brown and measure about 1.14 cm by 0.77 cm .	The eggs , which are generally two in number , are brown marked with greenish white , and measure about 1.14 cm by .77 cm .	1
Shops in Matiari , Oderolal station , Shahpur Chakar , Allah Dino Saand and Tajpur remained closed out of respect .	Shops in Matiari , station Oderolal , Tajpur , Allah Dino Saand and Shahpur Chakar remained closed out of respect .	1
Some organic compounds are valid minerals , which are recognized by the IMA ( CNMNC ) .	Some organic compounds are valid minerals , recognized by the CNMNC ( IMA ) .	1
Moulthrop began experimenting with hypertext theory in the 1980s , and has since authored several articles as well as written many hypertext fiction works .	Moulthrop began experimenting with the hypertext theory in the 1980s and has since written several articles as well as numerous hypertext - fiction - works .	1
Wall Township is located in the 30th Congressional District and is part of New Jersey 's 4th state legislative district .	Wall Township is located on the 30th Congressional District and is part of the 4th State Legislative District in New Jersey .	1
In March 1904 , his brother was kidnapped for ransom in Mexico and taken across the border to West Texas .	In March 1904 , his brother was kidnapped for ransom in Mexico and taken to West Texas across the border .	1
Conscription has been around in Denmark since the Viking Age , where 110th man of every physical court had to serve the king .	In Denmark , there has been conscription since the Viking Age , where the 110th man of every physical court had to serve the king .	1
Irving Berlin , ( born 1904 , died 1991 , Long Island , New York ) was a songwriter and the principal arranger and orchestrator for Helmy Kresa .	Irving Berlin ( born 1904 , died 1991 , Long Island , New York ) was a songwriter and main arranger and orchestrator for Helmy Kresa .	1
On May 24 , 2017 Lajunen signed a 1-year contract with HC Spartak Moscow from KHL .	On 24 May 2017 , Lajunen signed a 1-year contract with HC Spartak Moscow from KHL .	1
It was written by Jeff Melman and was directed by Tom Spezialy and Marc Cherry .	It was written by Jeff Melman and was run by Tom Spezialy and Marc Cherry .	1
"Bowman grew up in Quincy , Massachusetts , and started his newspaper career in 1976 as a stringer for "" The Patriot Ledger "" in Boston ."	"Bowman grew up in Quincy , Massachusetts . He started his newspaper career in 1976 as a stringer for "" The Patriot Ledger "" in Boston ."	1
None of the Russian-Polish treaties concerning Kiev has ever been ratified .	None of the Russian-Polish treaties concerning Kiev have ever been ratified .	1
Lake Bordaglia is a lake at Forni Avoltri , province of Udine , Friuli-Venezia Giulia , Italy .	Bordaglia Lake is a lake at Forni Avoltri , Province of Udine , Friuli-Venezia Giulia , Italy .	1
""" New York Newsday "" Romantico is visual poetry on the run ... And as any work of art does when it is successful ,"	""" New York Newsday "" Romantico is visual poetry on the run ... And , as any work of art does when it 's successful ,"	1
Although the Maryland Department of Transportation is headquartered in Anne Arundel County , three of its subordinate organizations have in Baltimore .	Although the Maryland Department of Transportation is headquartered in Anne Arundel County , three of its subordinate organizations have headquarters located in Baltimore .	1
"The casting includes Cecile Andrews as host and Wanda Urbanska , author of "" Circle of Simplicity "" ."	"The cast includes Cecile Andrews as the host and Wanda Urbanska , author of "" Circle of Simplicity "" ."	1
Dragan Umičević ( born October 9 , 1984 , in Dubica , SFR Yugoslavia ) is a Serbian ice hockey player of Swedish descent .	Dragan Umičević ( born October 9 , 1984 in Dubica , Yugoslavia ) is a Serbian ice hockey player of Swedish origin .	1
Yıkılgan is a village in the District of Amasya , Amasya Province , Turkey .	Yıkılgan is a village in the district of Amasya , Turkey , province Amasya .	1
Ferguson remained in Monrovia until his death , in Liberia in 1916 .	Ferguson remained in Monrovia until his death in 1968 , in 1916 in Liberia .	1
William was deposed in 1776 by the revolutionary government of Perth Amboy and arrested in his home in New Jersey , Proprietary House , and imprisoned for a time .	Deposed in 1776 by the revolutionary government of Perth Amboy , William was arrested at his home in New Jersey , at the Proprietary House and imprisoned for a time .	1
The experience would have taken me five years to gather in New York , and I was able to accumulate it in six months .	I would have taken the experience for five years to gather in New York and I was able to accumulate it in six months .	1
Russ killed at least 74 people in Hainan , Guangdong and Guangxi Provinces and injured another 726 people .	Russ has killed at least 74 people and injured another 726 people in the provinces of Hainan , Guangdong , and Guangxi .	1
The Canadian stamps were issued with amounts in dollars and cents .	Canadian postage stamps were issued with the amounts denominated in dollars and cents .	1
The 1988 season -- 89 National Basketball Association was the 43rd NBA season .	The 1988 -- 89 NBA season was the 43rd season of the National Basketball Association .	1
Liverpool Township is between 20 and 30 miles south of Lake Erie and approximately five miles west of Interstate 71 .	Liverpool Township is located between 20 and 30 miles south of Lake Erie and about five miles west of Interstate 71 .	1
He has a son , Seamus , who is mentioned but was never seen in the series .	He has a son , Seamus , who is mentioned but never seen in the series .	1
The 2004 -- 08 volcanic activity of Mount St. Helens has been documented as a continuous eruption with a gradual extrusion of magma at the Mount St. Helens volcano .	The volcanic activity of Mount St. Helens ( 2004-2008 ) has been documented as a continuous eruption with a gradual extrusion of magma at Mount St. Helens volcano .	1
In August 2011 , Lee was selected as a member of the South Korean National Team for the Asian Junior Baseball Championships in Yokohama , Japan .	In August 2011 Lee was selected as a member of the national U- 18 South Korean team for the Asian Junior Baseball Championship held in Yokohama , Japan .	1
He was soon joined in the woodwind section by Terence MacDonagh ( clarinet ) , Jack Brymer ( bassoon ) and Gwydion Brooke ( oboe ) .	He was soon in the woodwind - section of Terence MacDonagh ( clarinet ) , Jack Brymer ( bassoon ) and Gwydion Brooke ( oboe ) .	1
The original route started at US 410 in Touchet and went north to Eureka and east to SSH 3E west of Prescott .	The original route began at US 410 in Touchet and went north to Eureka and east to SSH 3E west of Prescott .	1
"The symmetrical courtyard is considered Beaux Arts style because of the "" rich composition "" and "" elegant decoration in high relief "" ."	"The symmetrical courtyard is considered as a Beaux Arts style because of the "" rich composition "" and "" elegant decoration in high relief "" ."	1
The 2013 Alcorn State Braves football team represents Alcorn State University in the NCAA Division I FCS Football - Season 2013 .	The 2013 Alcorn State Braves football team represented Alcorn State University in the 2013 NCAA Division I FCS football season .	1
In August 2017 , Hardy joined Sky Sports as an analyst for Conor McGregor vs Floyd Mayweather .	Hardy came to Sky Sports in August 2017 as an analyst for Floyd Mayweather vs. Conor McGregor .	1
The song was written by Melanie C and had already been recorded by Bryan Adams in 1999 .	The song was written by Melanie C and had already been admitted by Bryan Adams in 1999 .	1
Reynolds was selected by the Arizona Diamondbacks in the 476th round ( 16th overall ) of the 2004 Major League Baseball draft .	In the 476th round ( 16th overall rank ) of the Major League Baseball - Draft 2004 , Arizona Reynolds was selected by the Arizona Diamondback .	1
Cory S. Sheffield described the species in 2013 and named the name in honor of Noam Chomsky .	Cory S. Sheffield described the species in 2013 and named the specific name in honor of Noam Chomsky .	1
Men Suddenly in Love is a 2011 Hong Kong romantic comedy of Wong Jing written , produced and directed by .	Men Suddenly in Love is a 2011 Hong Kong romantic comedy produced by Wong Jing , written and led by .	1
Germar Scheerer , also known as Germar Rudolf , born October 29 , 1964 , is a German chemist and a convicted Holocaust denier .	Germar Scheerer , also known as Germar Rudolf , born 29 October 1964 , is a German chemist and a convicted Holocaust denier .	1
JFK : A Musical Drama is a musical with music by Will Holt and Tom Sawyer , and book and lyrics by Will Holt .	JFK : A Musical Drama is a musical with music by Will Holt and Tom Sawyer and book and text by Will Holt .	1
Tame Parata ( 1837 - March 6 , 1917 ) , also known as Thomas Pratt , was a Māori and a liberal party member of New Zealand .	Tame Parata ( 1837 -- 6 March 1917 ) , also known as Thomas Pratt , was a Māori and a Liberal Party Member of Parliament in New Zealand .	1
"McClain was one of the pioneers in introducing "" vaudevillized minstrelsy "" , which opened up a wider range of styles on the eve of the Ragtime era ."	"McClain was one of the pioneers in introducing "" vaudevillized minstrelsy "" , which opened a wider range of styles on the eve of the ragtime era ."	1
"Highland Park is the location of the main characters ' former home in CBS drama "" The Good Wife "" ."	"Highland Park is the location of the former home of the main characters in the CBS - drama "" The Good Wife "" ."	1
The series was written by Robert Adler and is drawn by Chris Roberson .	The series was written by Robert Adler and drawn by Chris Roberson .	1
In 2009 , he joined San Diego Sockers of the Professional Arena Soccer League .	In 2009 , he joined the San Diego Sockers of the Professional Arena Soccer League .	1
Aaron played youth football in the same league his brother Jason did Humble Area Football League HAF	Aaron played youth football in the same league his brother Jason did Humble Area Football League HAFL	1
This book was written by Arthur Laurents , with music by Leonard Bernstein , text by Stephen Sondheim and choreography by Jerome Robbins .	The book was written by Arthur Laurents , with music by Leonard Bernstein , lyrics by Stephen Sondheim , and choreography by Jerome Robbins .	1
Eupithecia yunnani is a moth in the Geometridae family it is found in China ( Yunnan ) .	Eupithecia yunnani is a moth in the family of Geometridae It is found in Yunnan ( China ) .	1
Phase correlation is an approach to estimate the relative translative offset between two similar images ( digital image correlation ) or other data sets .	Phase correlation is an approach to estimating the relative translational offset between two similar images ( digital image correlation ) or other data sets .	1
In her fake confession , Marley admitted she had slept with Jake and Donna turned her back on her mother .	In her fake confession , Marley admitted that she had slept with Jake , and Donna turned her back on her mother .	1
Blair hopes to stop Drake at the race .	Blair next hopes to stop Drake at the race .	1
He acquired homes in Mar del Plata , a castle in Buenos Aires and a small hotel in Córdoba .	He bought homes in Mar del Plata , a castle in Buenos Aires and a small hotel in Córdoba .	1
Stille is a river of Schmalkalden . It flows into the river Schmalkalde in the town Thuringia , Germany .	Stille is a river of Schmalkalden It flows into the river Schmalkalde in the city of Thuringia , Germany .	1
Her mother is Austrian while her father is Kenyan .	Her mother is Austrian , while her father is a Kenyan .	1
"Note : "" NA "" -- information was not listed on the cited page ."	"Note : "" NA "" -- Information was not listed on the page cited ."	1
"Thakurgaon Stadium is located at the "" Thakurgaon "" , Thakurgaon Inter District Bus Terminal , Bangladesh ."	"Thakurgaon Stadium is located near the "" Thakurgaon Inter District Bus Terminal "" , Thakurgaon , Bangladesh ."	1
He researched in Bielsko , Vienna , Prague and Jerusalem and worked for the Hadassah Medical Organization from 1927 to 1945 in London .	Felix researched in Bielsko , Vienna , Prague , and Jerusalem . Between 1927 and 1945 , he worked in London for the Hadassah Medical Organization .	1
"Mount Sis is also a plateau which was called in Turkey "" Sis Dağı Yaylası "" ."	"Mount Sis also has a plateau called "" Sis Dağı Yaylası "" in Turkey ."	1
On June 1 , 1874 , Cornwall Minerals Railway opened its line from St Dennis Junction to Fowey , where it was connected to the Newquay Railway of Treffry .	The Cornwall Minerals Railway opened its line from St Dennis Junction to Fowey on 1 June 1874 , where it connected with Treffry 's Newquay Railway .	1
After her father 's death , Allie sails alone from Australia to England .	After her father 's death , Allie sails from Australia alone to England .	1
John Murcot , Anthony à Wood and Zachary Bogan were among his students .	Among his pupils were John Murcot , Anthony à Wood , and Zachary Bogan .	1
Another significant difference is that plutonyl is a much stronger oxidizing agent than uranyl . The aqueous reduction potentials for standard solutions are shown in the next table .	Another significant difference is that Plutonyl represents a much stronger oxidizing agent than uranyl . The aqueous reduction potential for standard solutions is shown in the next table .	1
Paul Okoh is a Ghanaian diplomat and a member of the New Patriotic Party of Ghana . He is currently Egypt 's ambassador to Ghana .	Paul Okoh is a Ghanaian diplomat , member of the New Patriotic Party of Ghana , and Egypt 's ambassador to Ghana .	1
During the Vietnam War , the 104th Field Battery also served with the 12th Field Regiment -- to which the 161st Field Battery RNZA was also attached .	During the Vietnam War , the 104th field battery also served the 12th field regiment -- which was also connected to the 161th field battery RNZA .	1
Colonel Acker died on September 6 , 1879 in Union City and is buried in Kalamazoo , Michigan , in the state of Michigan .	Oberst Acker died in Union City on 6 September 1879 and is buried in Kalamazoo , Michigan , in the State of Michigan .	1
It can be found throughout the central palaearctic region , from Turkey , Cyprus and Lebanon , through Pakistan , Iran , Afghanistan and northern Iraq to Kashmir .	It is found throughout the central Palaearctic Region , from Turkey , Cyprus and Lebanon , east through Pakistan , Iran , Afghanistan and northern Iraq to Kashmir .	1
He was moved to Vietnam , joined the Jesuit Order , and died as a martyr in Macau in 1737 .	He was moved to Vietnam , joined the Jesuit Order and died in 1737 as a martyr in Macao .	1
Andrée Island is an island lying in Recess Cove , Charlotte Bay , off the north coast of Eurydice Peninsula , Danco Coast on the Antarctic Peninsula .	Andrée Island is an island in Recess Cove , Charlotte Bay , off the north coast of the Eurydike Peninsula , Danco Coast on the Antarctic Peninsula .	1
Mount Cline is a mountain in western Alberta , Canada , north of Saskatchewan Crossing , southwest of Nordegg .	Mount Cline is a mountain in the western part of Alberta , Canada , north of Saskatchewan Crossing , southwest of Nordegg .	1
The Samuel J. Tilden House is located on the south side of Gramercy Park South , facing the park across Gramercy Park between Irving Place and Gramercy Park West .	Samuel J. Tilden House is located on the south side of Gramercy Park South , opposite the park opposite the Gramercy Park between Irving Place and Gramercy Park West .	1
He began his cross country and track career at the Boston English High School and set his career at the Boston State College .	He began his cross country and track career at Boston English High School and continued his career at Boston State College .	1
His 39 games were ninth most in the American League , and only six of his appearances was as a starter .	His 39 games were the ninth most in the American League , and only six of his performances was as a starter .	1
A multi-region - DVD of the entire series was announced by Warner Archive on February 4th , 2015 and released on February 10 , 2015 .	A multi-region DVD of the entire series was announced on February 4 , 2015 by Warner Archive and was released on February 10 , 2015 .	1
Kerr broke into the first team this season , but Couper found himself on the bench again .	Kerr broke into the first team that season , but Couper found himself on the bench .	1
"In the Marvel - Zombies - universe , Namor has a cameo as a zombie in the limited "" Marvel - Zombies "" series ."	"In the Marvel Zombies universe , Namor has a cameo as a zombie in the limited "" Marvel Zombies "" original series ."	1
Carlos Robacio , BIM5 commander , was awarded to the Argentine nation to the Valour in Combat Medal , and the Battalion itself was awarded in 2002 by the Argentine Congress .	Carlos Robacio , BIM5 commander , was awarded the Argentine Nation to the Valour in Combat Medal and the battalion itself was decorated by the Argentine Congress in 2002	1
Prestige is inherent to the married Kiribati woman , but she is considerably under the authority of her husband .	The married Kiribati - woman is an inherent prestige , but she is under the authority of her husband .	1
"Simply stated , nine points determine a unique , but in general define a "" cubic "" cubic ."	"Simply put , nine points determine a unique , but in general , define a "" cubic "" cubic ."	1
Ontoticism or onticism is the factual branch of ontology , which studies philosophical existence .	Ontoticism or onticism is the factual branch of ontology which studies the philosophical existence .	1
In July 1962 , the 4364th Support Squadron was activated at Mountain Home and assigned to the division , but attached to the 9th wing .	In July 1962 , the 4364th support squadron was activated in Mountain Home and allocated to the division , but assigned to the 9th wing .	1
This species is spread in the Gulf of Mexico and the Atlantic , along Brazil in the Caribbean Sea .	This species is distributed in the Gulf of Mexico and the Atlantic Ocean ; in the Caribbean Sea along Brazil .	1
Although studied in 1888 by Samuel Alejandro Lafone Quevedo , the ruins were first discovered in 1897 by the archaeologist Juan Bautista Ambrosetti .	Although the ruins were examined in 1888 by Samuel Alejandro Lafone Quevedo , they were first discovered in 1897 by the archaeologist Juan Bautista Ambrosetti .	1
Nicolaas Johannes Roosenboom was born in Schellingwoude now in Amsterdam . He studied painting with Andreas Schelfhout , a leading Romantic landscape painter .	Nicolaas Johannes Roosenboom was born in Schellingwoude in Amsterdam and studied painting with Andreas Schelfhout , a leading romantic landscape painter .	1
Assuming that structural relations are causal , this background knowledge can be expressed in the following specification of the linear equation model ( SEM ) .	Assuming that the structural relationships are causal , this background knowledge can be expressed in the following linear equation model ( SEM ) specification .	1
He wrote the script in cooperation with Bianca Olsen , Laurie Aubanel and Cyril Rambour .	He wrote the screenplay in cooperation with Cyril Rambour , Laurie Aubanel and Bianca Olsen .	1
It is slightly longer and stouter than house sparrows , and also has a slightly larger and heavier bill .	It is slightly longer and thicker than sparrows , and also has a slightly larger and heavier bill .	1
The Lessos -- Uganda border section is jointly funded by the government of Kenya and JICA .	The Lessos Border Section -- Uganda is financed jointly by the Government of Kenya and JICA .	1
In 1936 , the Federal Theatre Project of the Works Progress Administration put unemployed theatre performers and employees to work .	The Federal Theatre Project of the Works Progress Administration set unemployed theatre performers and employees to work in 1936 .	1
Ameloblastomas account for about one percent of all oral tumours and about 18 % of odontogenic tumors .	Ameloblastomas account for about one percent of all oral tumors and about 18 % of odontogenic tumors .	1
Big Sur 's album Notes is an album by Jazz - saxophonist Lloyd , which was recorded by Charles Lloyd in July 1993 with Bobo Stenson , Anders Jormin and Ralph Peterson .	Notes from Big Sur is an album by jazz saxophonist Lloyd recorded in July 1993 by Charles Lloyd with Bobo Stenson , Anders Jormin and Ralph Peterson .	1
He copied the works of Frans Floris , Maerten de Vos , Jan van Cleef , Willem Key , Cornelis van de Capelle and Gillis van Coninxloo .	He copied works of Willem Key , Maerten de Vos , Jan van Cleef , Frans Floris , Cornelis van de Capelle and Gillis van Coninxloo .	1
Thus a regular polygon is a tangential polygon .	Regular polygon is thus a tangential polygon .	1
Hislop married his wife , Desha , in 1995 . He is the cousin of American sprint athlete Natasha Hastings .	Hislop married his wife Desha in 1995 , and is the cousin of American sprint athlete Natasha Hastings .	1
Woody Deck ( born June 8 , 1983 in Vilnius , Lithuania ) is an American professional poker player residing in Nashville , TN .	Woody Deck ( born June 8 , 1983 in Vilnius , Lithuania ) is an American poker player residing in Nashville , TN .	1
Teatern , Malmö is a neighbourhood of Malmö Municipality , Skåne County , Sweden , situated in the Borough of Västra Innerstaden , Malmö .	Malmö is a neighbourhood of Malmö , Skåne County , Sweden , in the municipality of Västra Innerstaden , Malmö .	1
The Dalton Highway , located on the west side of Coldfoot Airport , consists of a 1220 m long gravel strip .	Dalton Highway , on the west side of the Coldfoot Airport , consists of a 4,000-foot ( 1220 m ) gravel strip .	1
Miguel Ángel Virasoro ( born 1940 in Italy ) is an Argentine physicist who has done the most work in Argentina .	Miguel Ángel Virasoro ( ; born 1940 in Italy ) is an Argentine physicist who has done most of his work in Argentina .	1
When Peugeot launched the stylish new 205 in 1983 , the 104 was withdrawn from most European markets , including Britain .	When Peugeot launched the stylish all-new 205 in 1983 , the 104 was withdrawn from most European markets , including Britain .	1
Design was created by Jeff Grubb with Andria Hayday , a cover of Jeff Easley and illustrations by Karl Waller .	Design was by Jeff Grubb with Andria Hayday , a cover by Jeff Easley , and illustrations by Karl Waller .	1
He also published the Imprenta Rosario where he and his family wrote and founded several newspapers .	He also published Imprenta Rosario , where he and his family wrote and founded several newspapers .	1
The neighbourhood became part of the township of North York , which then became a city and then a city and was later incorporated into the city of Toronto .	The neighbourhood became part of the Township of North York , which then became a borough and then a city and was later incorporated into the city of Toronto .	1
Note : the votes were cast on 20 January , but both chambers met on 21 January in a joint session to explain the nominations and compare the result .	Note : The votes were cast on January 20 , but both Houses met in a joint session on January 21 to declare nominations , and compare the result .	1
In 1989 , he travelled to Mozambique , Johannesburg , and Angola , South Africa on a peace-seeking mission .	In 1989 , he traveled to South Africa , Johannesburg , and Angola , Mozambique on a peace-seeking mission .	1
""" Iti "" usually refers to something concrete but may also refer to abstract nouns ."	""" Iti "" usually refers to something concrete , but may also relate to abstract nouns ."	1
Summers are hot and humid , and winters are mild with cool periods .	The summers are hot and humid and the winters are mild with cool periods .	1
In 1824 John Dobson was commissioned by Richard Grainger to produce designs for Old Eldon Square .	In 1824 , John Dobson was commissioned by Richard Grainger to produce designs for the Old Eldon Square .	1
Qarabağlı ( also , Karabagly ) is a village and municipality in the Samukh Rayon of Azerbaijan . It has a population of 652 .	It is a village and municipality in the Samukh - Rayon of Azerbaijan , has a population of 652 .	1
The Buchan Caves are located approximately east northeast ( or five hours ' drive ) from Lakes Entrance , along the Princes Highway , north of Melbourne .	The Buchan Caves are located about east to the northeast ( or five hours drive ) from Lakes Entrance , along Princes Highway , north of Melbourne .	1
The South Deep mine is a large mine located in the northern part of South Africa in Gauteng .	The Mine South Deep is a big mine in the northern part of South Africa in Gauteng .	1
Bourg-de-Péage is from Valence , Prefecture of Drôme , away from Lyon , Marseille and Paris .	Bourg-de-Péage is located from Valence , prefecture of Drôme , away from Lyon , from Marseille and from Paris .	1
Humphrey John Ikin ( born 1957 in Lower Hutt ) is a New Zealand furniture designer .	Humphrey John Ikin ( born in Lower Hutt in 1957 ) is a New Zealand furniture designer .	1
A common suffix is -aga , which is a nominalizer : it forms nouns from verbs .	A common suffix is -aga , which is a nominaliser : it forms nouns from verbs .	1
When Mackey was killed in the company of Crowley , Aceveda dedicated himself to bringing it down .	When Mackey was killed while in the company of Crowley , Aceveda dedicated himself to bringing him down .	1
Ippolita Rostagno was born on 10 December 1963 in Florence and is the daughter of an American artist and an Italian intellectual .	Born December 10 , 1963 in Florence , Italy , Ippolita Rostagno is the daughter of an American artist and an Italian intellectual .	1
In religion and mythology , anthropomorphism is the perception of a divine being or divine being in human form or the recognition of human properties in these beings .	In religion and mythology , anthropomorphism is the perception of a divine being or beings in human form , or the recognition of human qualities in these beings .	1
The resulting works are usually naïve in quality and in their reconstruction of historical scenes inaccurate .	The resulting works are generally naïve in quality , and inaccurate in their reconstruction of historical scenes .	1
In a single night , many coastal towns of Louisiana ( and Mississippi ) had already been wiped out .	Many coastal towns of Mississippi ( and Louisiana ) had already been obliterated , in a single night .	1
"He was portrayed by Golda Meir in the 1982 television movie "" A Woman Called Golda "" , opposite Robert Loggia as Ingrid Bergman ."	"He was presented by Golda Meir in the television film A Woman Called Golda "" ( 1982 ) , opposite Robert Loggia as Ingrid Bergman ."	1
It is bordered to the northeast by the Pacific Ocean , to the southeast by Orchidlands Estates and to the south-west by Hawaiian beaches and Ainaloa .	It is bordered to the northeast by the Pacific Ocean , to the southeast by Orchidlands Estates , and to the southwest by Hawaiian Beaches and Ainaloa .	1
He was stranded among the leaders in inherited runners at 51 .	He was among the leaders in inherited runners stranded with 51 .	1
Natural features include Edge Hill , Poquessing Creek , Neshaminy Falls , and Neshaminy Creek .	Natural characteristics include Edge Hill , Poquessing Creek , Neshaminy Falls , and Neshaminy Creek .	1
"Since the 19th century , artificial beings have been common in fiction , as in Mary Shelley 's "" Frankenstein "" or Karel Čapek 's "" R.U.R ."	"Since the 19th century , artificial beings are common in fiction , as in Mary Shelley 's "" Frankenstein "" or Karel Čapek 's "" R.U.R ."	1
On April 30 , 1950 , the Nellis Air Force Base in Nevada was renamed Las Vegas Air Force Base in his honor .	On 30 April 1950 , the Nellis Air Force Base was renamed to Las Vegas Air Force Base in Nevada .	1
"The music video for "" Desire "" was edited by Claudia Wass and staged by Andy Morahan ."	"The music video for "" Desire "" was directed by Andy Morahan and published by Claudia Wass ."	1
The membrane is stretched out and the harpoon or edge is clipped into the track .	The membrane is stretched and the harpoon or catch edge is clipped into the track .	1
During his own visit to Ned 's castle of Winterfell , Arryn Ned recruited to replace Robert as the king 's hand .	During his own visit to Ned 's castle of Winterfell , Arryn recruits Ned to replace Robert as the King 's Hand .	1
Jack Cross was a comic series written by Warren Ellis and drawn by Gary Erskine . It was first published by DC Comics in 2005 .	Jack Cross was a comic book series written by Warren Ellis and drawn by Gary Erskine . It was first published by DC Comics in 2005 .	1
It is separated from the Sudhar township by the Pakistan - branch of the Satluj River , which flows into the Indus river in Abohar .	It is separated from the Sudhar township by the Pakistan branch of Satluj river , which flows into the Indus river in Abohar .	1
He has a son , Seamus , who is mentioned but never seen in the series .	He has a son , Seamus , who mentions , but never is seen in the series .	1
This species can be found in Papua New Guinea , Bismarck Archipelago : New Britain ; Woodlark Island ; West Papua ; Aru Islands .	This species can be found in New - Britannia , Bismarck - archipelago : Woodlark Island , Papua - New Guinea , West Papua and Aru - Islands .	1
B is the middle term between the two premises ( the common term ) but is never distributed , so this syllogism is invalid .	B is the medium term between the two premises ( the common term ) , but is never distributed , so this syllogism is invalid .	1
It serves the port of Baltimore and local shipping companies , Helen Delich Bentley , and connects two railway lines I : CSX Transportation and the Norfolk Southern Railway .	It serves the Helen Delich Bentley Port of Baltimore and local shipping companies , and connects with two Class I railroads : CSX Transportation and the Norfolk Southern Railway .	1
