source,reference,prediction,bleu_vs_reference,rougeL_f1_vs_reference,lexical_diversity_vs_source,inverse_bleu_vs_source,length_ratio_vs_reference,semantic_similarity_vs_source
Design by Jeff Grubb with Andria Hayday  a cover by Jeff Easley and illustrations by Karl Waller,Design was by Jeff Grubb with Andria Hayday  a cover by Jeff Easley  and illustrations by Karl Waller,"Design by Jeff Grubb featuring Andria Hayday on the cover, illustrated by Karl Waller",0.10454786294785591,0.6875000000000001,0.5789473684210527,0.7687113503407857,0.7777777777777778,0.9073940515518188
When water and sewer companies were privatised in England and Wales in 1989  these services remained public in Northern Ireland and in Scotland,When water and sewerage companies were privatised in 1989 in England and Wales  these services remained public in Northern Ireland and Scotland,"When water and sewer companies were privatized in England and Wales in 1989, these services remained public in Northern Ireland and Scotland.",0.5179597484328193,0.8181818181818182,0.2857142857142857,0.3418010537554643,1.0,0.9651979207992554
"Selena Gomez contributed the song "" Nobody "" to Stevens 's 2015 album "" Revival ""","Selena Gomez contributed song "" Nobody "" to Stevens 2015 - Album "" Revival ""","Selena Gomez added ""Nobody"" to Stevens' 2015 album ""Revival"".",0.03273915000399385,0.8421052631578948,0.7058823529411764,0.9651606570188341,0.6,0.9213151931762695
The Geamărtălui River is a tributary of the Strâmba River in Romania,The river Geamărtălui is a tributary of the River Strâmba in Romania,The Geamărtălui River flows into the Strâmba River in Romania,0.0516780319682082,0.6428571428571429,0.5,0.5698536167740214,0.8333333333333334,0.9647528529167175
On 14 May 1647  he was confirmed as Archbishop of Messina and selected by Pope Innocent X on 16 September 1647,On May 14  1647  he was confirmed as Archbishop of Messina and chosen on 16 September 1647 by Pope Innozenz X,"On May 14, 1647, he was consecrated as Archbishop of Messina and chosen by Pope Innocent X on September 16, 1647.",0.3164257177669852,0.7142857142857143,0.43999999999999995,0.6124592249884825,1.0,0.9411979913711548
The Driveway app also sends real-time feedback to drivers  including individual driver score  tips and optional value-added services,The Driveway App also sends real-time feedback to the drivers  including individual driver evaluation  tips and optional value-added services,"The Driveway app provides real-time feedback to drivers, including individual scores, tips, and optional additional services.",0.10673194868330345,0.7368421052631577,0.5833333333333333,0.8863844320371181,0.8421052631578947,0.9515981078147888
The Cebu Strait connects the western part of the Bohol Sea with the Camotes Sea  and separates the island provinces of Cebu and Bohol,The Cebu road connects the western part of the Bohol - sea with the Camotes - sea and separates the island provinces Cebu and Bohol,The Cebu Strait links the western portion of the Bohol Sea to the Camotes Sea and divides the island territories of Cebu and Bohol,0.10038977708544816,0.723404255319149,0.5,0.6223549481377276,0.96,0.9637468457221985
"Sebastian Koch is portrayed by Kurt Warnekros in the 2015 film "" The Danish Girl ""","In the film 2015 "" The Danish girl "" Sebastian Koch is presented by Kurt Warnekros","Kurt Warnekros stars as Sebastian Koch in the 2015 movie ""The Danish Girl.""",0.04855139201181537,0.4444444444444445,0.5789473684210527,0.9072238449016446,0.8125,0.9525507688522339
He is a former member of Uzeb ( with Michel Cusson on guitar and Paul Brochu on drums  that was active from 1976 to 1992,He is a former member of Uzeb ( with Michel Cusson on the guitar and Paul Brochu on the drums   who was active from 1976 to 1992,"He was once part of Uzeb, featuring guitarist Michel Cusson and drummer Paul Brochu, which operated from 1976 to 1992",0.11688030698467607,0.5217391304347826,0.6666666666666667,0.870827283824782,0.7407407407407407,0.8969413042068481
The city is connected with Mumbai and Kolkata via Bilaspur  Raipur through the National Highway network,The city is connected to Bilaspur with Mumbai and Kolkata  and Raipur via the National Highway Network,The city links Mumbai and Kolkata to Raipur via the National Highway system,0.31999027954570286,0.6666666666666667,0.5,0.8766472387515212,0.7647058823529411,0.854054868221283
Grand Inquisitor ( 1699 -- 1774  was a Spanish cleric who was Manuel Quintano Bonifaz of Spain from 1755 to 1774,Grand Inquisitor ( 1699 -- 1774  was a Spanish clergyman who  from 1755 to 1774  was Manuel Quintano Bonifaz of Spain,Grand Inquisitor (1699-1774) was a Spanish cleric named Manuel Quintano Bonifaz from 1755 to 1774,0.220561161454765,0.6285714285714286,0.38095238095238093,0.7085978851051801,0.7142857142857143,0.9818246960639954
In Clarksburg  WSAZ is transported in Glenville  Gilmer County  in the west - Virginia market,In Clarksburg  WSAZ is carried in Glenville  Gilmer County in the West Virginia market,"WSAZ is transported in Glenville, Gilmer County, West Virginia, near Clarksburg",0.03994041449448101,0.64,0.5882352941176471,0.8124116942175907,0.7857142857142857,0.9167231321334839
Linguists sometimes posit that pidgins can become creole languages when a generation of children learn a pidgin as their first language,Linguists sometimes claim that when a generation of children learn a pidgin as their first language  pidgins can become Creole languages,Linguists often suggest that pidgins evolve into creoles when a group of children grows up speaking them as their native tongue,0.03702730401700487,0.38095238095238093,0.71875,0.9602115724468375,1.0,0.8883640766143799
It was led by G   Mehta and produced by Shankradev Arya,It was directed by G   Mehta and produced by Shankradev Arya,It was led by G  Mehta and produced by Shankadev Arya,0.5859059370151705,0.8181818181818182,0.16666666666666663,0.17348318162061982,1.0,0.9865566492080688
It was later reported that Sunita will embark on an affair with Karl Munro ( John Michie,Later  it was reported that Sunita will start an affair with Karl Munro ( John Michie,Later it was revealed that Sunita would have an affair with Karl Munro (John Michie),0.3382657819986721,0.8000000000000002,0.5454545454545454,0.7166431466995591,0.9375,0.9683754444122314
Jenkins married Ivy Vujic on 2 April 2011,Ivy Vujic Jenkins was married on 2 April 2011,Jenkins wedded Ivy Vujic on 2 April 2011,0.37707945965932077,0.7058823529411765,0.2222222222222222,0.29289321881345254,0.8888888888888888,0.909995436668396
Heike Brandt was born in Jever and grew up in Berlin,Heike Brandt is born in Jever and grew up in Berlin,Heike Brandt was born in Jever and raised in Berlin,0.3211703274087688,0.761904761904762,0.2727272727272727,0.3601833258354462,0.9090909090909091,0.9902499914169312
The oldest of these are the channels  the Manchester Ship Canal  the Trent and Mersey Canal  the Weaver Navigation and the Bridgewater Canal,The oldest of these are the canals  the Bridgewater Canal  the Trent and Mersey Canal  the Weaver Navigation and the Manchester Ship Canal,"These oldest include the Manchester Ship Canal, the Trent and Mersey Canal, the Weaver Navigation, and the Bridgewater Canal",0.22362444214883662,0.6666666666666666,0.38888888888888884,0.7188071507478553,0.8260869565217391,0.9490174055099487
In June 1929  in New York City  Janet married John William Gordon Powell  who was an investment counselor,In New York City  Janet married John William Gordon Powell in June 1929  who was an investment advisor,"In June 1929 in New York City, Janet married John William Gordon Powell, an investment advisor.",0.357017083410564,0.7647058823529411,0.4,0.4986449642179003,0.8888888888888888,0.962960422039032
The curve is applied on the horizontal axis with the cumulative units on the vertical axis and unit cost,The curve is plotted with the cumulative units produced on the vertical axis and unit cost on the horizontal axis,The curve is plotted along the horizontal axis using cumulative units for the vertical axis and unit costs,0.3851341467337683,0.6842105263157895,0.4736842105263158,0.6639252941627489,0.9,0.9406372904777527
It was developed by Mindscape Group and distributed by Argonaut Software,It was created by Mindscape Group and distributed by Argonaut Software,"Developed by Mindscape Group, it's distributed by Argonaut Software",0.2842202242491899,0.6666666666666666,0.5,0.654345676726842,0.8181818181818182,0.9251781702041626
The distributions of Rihaczek and Choi -- Williams are examples of class distributions of affine invariant Cohen,The Rihaczek and Choi -- Williams distributions are examples of affine invariant Cohen 's class distributions,"The distributions of Rihaczek and Choi -- like Williams' work, exemplify class-based distributions that are invariant under affine transformations",0.16320641733280242,0.47058823529411764,0.5454545454545454,0.6548604486064136,1.1875,0.7979369163513184
After completing his first university education at Cardiff University and in Harrogate  North Yorkshire  he was established in Rouen  France from 1996 to 1999,After completing his initial university education at Cardiff University  and in Harrogate  North Yorkshire  he was from 1996 to 1999 based in Rouen  France,"After finishing his first degree at Cardiff University and Harrogate, North Yorkshire, he settled in Rouen, France from 1996 to 1999",0.22671559787228204,0.6222222222222222,0.4642857142857143,0.7099604595657938,0.875,0.9189369678497314
In 1972  Tarkovsky told film historian Leonid Kozlov his ten favorite movies,In 1972  Tarkovsky told film historian Leonid Kozlov his ten favorite films,"In 1972, Tarkovsky shared with film historian Leonid Kozlov his list of ten favorite films.",0.3013040489278569,0.8148148148148148,0.5,0.6986959510721431,1.25,0.947590708732605
He was married to Elisabeth Young ( 1854 -- 1932  and was the father of the ship 's magnate Thomas Fearnley and landowner N. O  Young Fearnley,He was married to Elisabeth Young ( 1854 -- 1932  and was the father of shipping magnate Thomas Fearnley and landowner N. O  Young Fearnley,He was married to Elisabeth Young (1854-1932) and the father of the ship's magnate Thomas Fearnley and landowner N.O. Young-Fearnley,0.38013346788046937,0.9361702127659574,0.46153846153846156,0.6149257992410375,0.8,0.9957754015922546
This music was composed by A. R. Johnson Principal Deborah Walker,The music was composed by A. R. Johnson Principal Deborah Walker,"This music was created by A. R. Johnson, Principal Deborah Walker",0.17827531042796255,0.8181818181818182,0.3076923076923077,0.7873342959321731,1.0,0.964165985584259
In the final stage of the Promotion  5 provincial leagues were played  with 9 clubs qualifying for the first round,In the final of the promotion  5 provincial leagues were played  with 9 clubs qualifying for the first round,"In the final phase of the Promotion 5 provincial competitions, nine teams advanced to the initial round.",0.2621684452470331,0.5555555555555555,0.7307692307692308,0.7528084138103852,0.8947368421052632,0.8060985803604126
In 1998  parliamentary elections were held in India after the government elected in 1996 collapsed and the 12th Lok Sabha was called,General elections were held in India in 1998  after the government elected in 1996 collapsed and the 12th Lok Sabha was convened,"In 1998, Indian parliamentary elections took place following the collapse of the 1996 government and the convening of the 12th Lok Sabha.",0.06262309791219224,0.4090909090909091,0.6785714285714286,0.9309110480313285,1.0,0.9315410256385803
The area is connected to the internal Nevada Test Site ( NTS  road network  with paved roads leading west to Mercury and south to Yucca Flat,The area is connected to the internal road network of Nevada Test Site ( NTS   with cobbled streets leading west to Mercury and south to Yucca Flat,The area connects to the Nevada Test Site's internal road network via paved roads heading west towards Mercury and south toward Yucca Flat,0.08663101115538416,0.5599999999999999,0.4482758620689655,0.9214967441740786,0.8518518518518519,0.9185724258422852
Like its neighbour  Dunfermline East  the constituency was one of Labour 's safest seats in Scotland,The constituency was like its neighbour  Dunfermline East  one of the safest seats in Labour in Scotland,"Similar to Dunfermline East, this constituency was Labour's most secure seat in Scotland.",0.028724773018172174,0.3225806451612903,0.84,0.968978422872493,0.7647058823529411,0.9259523153305054
Aslan offered to accompany the children because he wanted Frank himself to see,Aslan offered to accompany the children  because he wanted to see Frank himself,Aslan invited the children along so that Frank could meet them himself.,0.0394112020231606,0.4,0.8,0.9605887979768394,0.9230769230769231,0.9111021161079407
On October 13  2010  the Atlanta Braves announced that Fredi González would replace long-time Braves manager Bobby Cox as manager of the team in 2011,On October 13  2010  the Atlanta Braves announced that Fredi González would replace Braves ’ manager Bobby Cox as team manager in 2011,"On October 13, 2010, the Atlanta Braves revealed that Fredi González would take over as the new manager for the Braves in 2011, succeeding longtime manager Bobby Cox.",0.1591178311098152,0.6153846153846154,0.6060606060606061,0.8382940383955355,1.2173913043478262,0.9206899404525757
Frugalware has a codice _ 2 and a codice _ 3 branch  The codice _ 2 branch is updated daily  and the codice _ 3 branch gets updated every 6 months,Frugalware has a branch codice 2 and a twig codice 3  The branch codice 2 is updated daily  and the branch codice 3 is updated every six months,"Frugalware features branches named _2 and _3. The _2 branch is updated daily, while the _3 branch is refreshed every six months.",0.02547154730251831,0.64,0.75,0.9624122950779705,0.7857142857142857,0.8614083528518677
For Kholm 's command of the defense  Scherer was personally awarded the knight 's cross of the Iron Cross with oak foliage by Adolf Hitler,Scherer was personally awarded the Knight 's Cross of the Iron Cross with Oak Leaves by Adolf Hitler for the command of the defense of Kholm,"For Kholm's mastery of defending, Scherer received the Knight's Cross of the Iron Cross with Oak Leaves from Adolf Hitler personally",0.3135835901919011,0.5714285714285715,0.5925925925925926,0.7174974253141766,0.8076923076923077,0.9360029697418213
On May 6  2016 it was announced that Palafox signed to New York Cosmos B of the National Premier Soccer League,On 6 May 2016  it was announced that Palafox has signed the National Premier Soccer League at New York Cosmos B,"On May 6, 2016, it was revealed that Palafox joined New York Cosmos B in the National Premier Soccer League",0.3455534847724185,0.5853658536585366,0.42307692307692313,0.645223659518109,0.9523809523809523,0.9477630853652954
The river Cleja is a tributary of the Iminog River in Romania,The Cleja River is a tributary of the Iminog River in Romania,The river Cleja flows into the Iminog River in Romania,0.36170855168907595,0.6363636363636365,0.5,0.5698536167740214,0.8333333333333334,0.9524233341217041
The river Hudeasa is a tributary of the Bradu River in Romania,The Hudeasa River is a tributary of the Bradu River in Romania,The river Hudeasa flows into the Bradu River in Romania,0.36170855168907595,0.6363636363636365,0.5,0.5698536167740214,0.8333333333333334,0.9565163850784302
The police also interviewed singer Rimi Tomy and the actor Kavya Madhavan  both close friends of Siddique and his wife Dileep  as part of the current investigation,The police also questioned singer Rimi Tomy and actor Kavya Madhavan  both close friends of Siddique and his wife Dileep  as part of the ongoing investigation,"The police interviewed singer Rimi Tomy and actor Kavya Madhavan, both close friends of Siddique and his wife Dileep, during the ongoing investigation.",0.4871083494361219,0.8571428571428572,0.4285714285714286,0.5687196464983777,0.8846153846153846,0.9738240242004395
The 1935 Chico State Wildcats football team represented Chico State College during the 1935 college football season,The 1935 Chico State Wildcats football team represents Chico State College during the College - Football - Season 1935,The 1935 Chico State Wildcats football team represented Chico State College during the 1935 college football season,0.5383314924798199,0.9411764705882353,0.0,0.0,0.8947368421052632,1.0
The upstream tributaries of the Cascapédia River are ( in significant order,The upstream tributaries of the Cascapédia are ( in significant order,The upper branches of the Cascapédia River include (in descending order),0.10025157431478134,0.6086956521739131,0.7647058823529411,0.7734741849211845,1.0,0.8754208087921143
It was also distributed in Japan  the United States ( where it was first banned  then published in a highly cut version   England and France,It was also distributed in Japan  the United States ( where it was first banned  then released in a heavily cut version   England and France,"It was also sold in Japan, the US (where it was initially banned but later published in an extensively cut version), England, and France.",0.05752910508286059,0.6666666666666666,0.7352941176470589,0.9368214807904143,0.96,0.9032003283500671
From the west end of the bridge  Pennsylvania Route 268 leads south to Parker and north to Emlenton,The Pennsylvania Route 268 leads from the west end of the bridge south to Parker and to the north to Emlenton,"Starting from the western part of the bridge, Pennsylvania Route 268 proceeds in two directions - one heading south towards Parker and the other moving north toward Emlenton.",0.05911245883122324,0.4583333333333333,0.6875,0.9421595205377327,1.3333333333333333,0.8914074897766113
Moreover  many Angika speakers in the Persian Gulf  the United States  Canada  the United Kingdom  and other countries have emigrated,Moreover  many Angika speakers have emigrated to the Persian Gulf  the United Kingdom  the United States  Canada and other countries,"Moreover, many Angika speakers have migrated to various places including the Persian Gulf  the United States  Canada  the United Kingdom  and other regions.",0.4186442056525884,0.6976744186046512,0.45833333333333337,0.44207646647359555,1.15,0.8975754380226135
The tournament took part in 10 Olympic teams  3 teams from Africa and 7 teams from Europe,Ten Olympic teams took part in the tournament  3 teams from Africa and 7 teams from Europe,The tournament featured 10 Olympic teams - 3 from Africa and 7 from Europe,0.21974502411687205,0.5999999999999999,0.3125,0.7416992292170064,0.8235294117647058,0.9610838294029236
Teversall Manor is a former railway station in Teversal  Nottinghamshire on the Derbyshire border west of Mansfield,Teversall Manor is a former station in Teversal  Nottinghamshire  on the border with Derbyshire west of Mansfield,"Teversall Manor was once a railway station located in Teversal, Nottinghamshire, situated on the Derbyshire border west of Mansfield",0.0847542639950557,0.7222222222222222,0.4347826086956522,0.6133063137141774,1.1176470588235294,0.9897208213806152
On December 7  2017 NVIDIA officially announced the Nvidia TITAN V,The NVIDIA TITAN V was officially announced by Nvidia on 7 December 2017,"On December 7, 2017, NVIDIA unveiled the Nvidia TITAN V",0.22382899458813588,0.34782608695652173,0.5384615384615384,0.7062283216423944,0.7692307692307693,0.96193528175354
In 2004  Peter Eigen celebrated her second wedding with longtime companion Gesine Schwan in Berlin,In 2004 Peter Eigen celebrated her second wedding in Berlin with the long-standing companion Gesine Schwan,"In 2004, Peter Eigen celebrated her second marriage with longtime partner Gesine Schwan in Berlin",0.31019504611295534,0.625,0.3529411764705882,0.5421168627866018,0.9375,0.9485894441604614
"During religious persecutions he came to Serbian Šajkaši in Komárom as a renowned speaker ( "" slavni propovednik ""  in 1739","In 1739  during religious persecutions  he came as a renowned speaker ( "" slavni propovednik ""  to live among the Serbian Šajkaši in Komárom","During religious persecutions, he settled in Serbian Šajkaši in Komárom as a famous orator (""slavni propovednik"") in 1739",0.14753514520471375,0.46511627906976744,0.6,0.7165004250414531,0.75,0.9360843896865845
As an alternative  tantric Tibetan Buddhism allows to deliberately create a desire to choose the desire  rather than being created by it,As an alternative  tantric Tibetan Buddhism allows to create a desire consciously  to choose desire rather than being created by it,"As an alternative, Tantric Tibetan Buddhism enables intentionally creating a desire for choice over being dictated by it.",0.0708288261860581,0.6153846153846153,0.6896551724137931,0.9329988011977469,0.8571428571428571,0.9391531348228455
In terms of internal relations  the Sami languages are divided into two groups  western and eastern,In terms of internal relationships  the Sami languages are divided into two groups  eastern and western,"In relation to internal affairs, the Sami languages are categorized into two divisions: Western and Eastern.",0.20687206010259407,0.5625,0.5454545454545454,0.7812594284387678,1.0,0.9163129329681396
Kiss Country plays a mixture of modern and older country music  with the emphasis on current artists more,Kiss Country plays a mix of modern and older country music  with more emphasis on current artists,"Kiss Country blends modern and older country music, favoring contemporary artists.",0.16171157788697416,0.5714285714285714,0.7727272727272727,0.8523410424002691,0.6470588235294118,0.9176777005195618
It began as a fishing village populated by Polish settlers from the Kaszub region as well as some German immigrants in 1870,It began as a fishing village  populated by Polish settlers from the Kaszub region and some German immigrants in 1870,It started as a fishing village with Polish settlers from the Kaszub region and some German immigrants in 1870,0.7062089121690315,0.8717948717948718,0.30434782608695654,0.5065965502076011,0.95,0.9878143072128296
The design was sold initially by Sunrise Aircraft of Sheridan  Michigan and is currently produced by Thunderbird Aviation of Ray  Oregon,The design was initially sold by Sunrise Aircraft from Sheridan  Michigan  and is currently produced by Thunderbird Aviation of Ray  Oregon,"The design was first sold by Sunrise Aircraft of Sheridan, Michigan, and is now manufactured by Thunderbird Aviation in Ray, Oregon",0.23632009599741205,0.7619047619047619,0.5,0.7636799040025879,1.0,0.9704984426498413
Angelica Panganiban ( Lizelle Jimenez  is in a new relationship with Surgeon Adrian Benitez ( Gabby Concepcion,In a new relationship with surgeon Adrian Benitez ( Gabby Concepcion  is Liz Lizene Jimenez ( Angelica Panganiban,Angelica Panganiban (Lizelle Jimenez) is currently dating Surgeon Adrian Benitez (Gabby Concepcion),0.06729251735106702,0.35714285714285715,0.7272727272727273,0.9268594903886477,0.6666666666666666,0.9268029928207397
Pedestrians and bicycles are not permitted  but can be allowed on a footpath,Pedestrians and bicycles are not permitted  but may be allowed on a footpath,Pedestrians and bicycles are forbidden but may be allowed on a footpath,0.676130446299448,0.8799999999999999,0.33333333333333337,0.4983486240544761,0.9230769230769231,0.9812692999839783
Over the years  ACT-R models have been cited in more than 700 different scientific publications  and have been used in many more,Over the years  ACT-R models have been quoted in more than 700 different scientific publications and have been used in many others,"Over the years, ACT-R models have appeared in over 700 scientific papers and have been utilized in numerous others.",0.09100677950050219,0.6976744186046512,0.5833333333333333,0.9089932204994978,0.8636363636363636,0.8481220006942749
The final meeting of the BBU in 1932 in Chicago was the first meeting of the GARBC,The last meeting of the BBU in Chicago in 1932 was the first meeting of GARBC,The last BBU gathering in 1932 in Chicago marked the debut of the GARBC,0.056710016086690296,0.5333333333333333,0.5333333333333333,0.7731188673076361,0.875,0.886879026889801
The comics distributed on kiosks were sold on the basis that unsold copies were returned to the publisher,Comics distributed on newsstands were sold on the basis that unsold copies were returned to the publisher,Comics available on kiosks were sold with the condition that unsold copies would be returned to the publisher,0.23287896954139942,0.6857142857142857,0.368421052631579,0.6550348937222257,1.0588235294117647,0.9632672071456909
PATH service from Exchange Place runs east to the World Trade Center  north to Newark Penn Station  and west to Journal Square and Hoboken Terminal,The PATH service from Exchange Place runs east to the World Trade Center  north to Newark Penn Station and west to Journal Square and Hoboken Terminal,"PATH service travels east from Exchange Place to World Trade Center, north to Newark Penn Station, and west to Journal Square and Hoboken Terminal",0.4595669645925098,0.8799999999999999,0.28,0.5208798833365206,0.9230769230769231,0.9676626920700073
Pete knows Brewster  who was a friend of Peter 's father,Pete knows Brewster  a friend of Peter 's father,"Pete knows Brewster, who was Peter's father's friend",0.057367534172156044,0.631578947368421,0.6428571428571428,0.939631240903103,0.8888888888888888,0.9930328130722046
In 1973  it was added by the Ontario Heritage Trust to the inventory of the historical buildings of the Toronto Historical Board,In 1973  it was added to the Toronto Historical Board 's inventory of historical buildings by the Ontario Heritage Trust,"In 1973, the Ontario Heritage Trust included it in their list of historical buildings for the Toronto Historical Board.",0.2325832648230379,0.358974358974359,0.5652173913043479,0.8125472257120657,0.95,0.9594454765319824
The 1975 -- 76 National Basketball Association season was the 30th season of the NBA,The NBA season of 1975 -- 76 was the 30th season of the National Basketball Association,The 1975 -- 76 NBA season marked the 30th year of the league,0.10372689474549311,0.5185185185185186,0.4666666666666667,0.7631048641685397,0.8125,0.8986666798591614
He was born in Sofia on May 21  1897  and died in Yambol on June 15  1945,He was born on May 21  1897  in Sofia and died on June 15  1945  in Yambol,"He was born in Sofia on May 21, 1897, and passed away in Yambol on June 15, 1945.",0.09950615774798435,0.6857142857142857,0.5238095238095238,0.5236899085225493,1.0588235294117647,0.9658489227294922
"In 2012  the airline carried 57,500 passengers per month to 15 domestic flights and 90,000 passengers on international routes ( about 1.77 million passengers per year","In 2012  the airline carried 57,500 passengers to 15 domestic destinations and 90,000 passengers on international routes per month ( apx  1.77 million passengers per year","In 2012, the airline transported 57, 500 monthly passengers domestically to 15 flights and internationally to 90, 000 passengers, totaling approximately 1. 77 million annual passengers.",0.02584145048742771,0.6296296296296297,0.7692307692307692,0.9705471156259805,1.0,0.9308348894119263
The 2007 championships took place between January 21 and 28 in Spokane  Washington  at the Spokane Convention Center and the Spokane Arena,The 2007 championship took place between 21 and 28 January in Spokane  Washington  in the Spokane Arena and the Spokane Convention Center,"The 2007 championships occurred from January 21 to 28 in Spokane, Washington, at the Spokane Convention Center and the Spokane Arena",0.21793248853900363,0.6046511627906977,0.40909090909090906,0.520116212596806,0.9545454545454546,0.9920804500579834
He won three all-Dublin medals for Ireland in 1977  1976  1974,He won three all-Dublin medals for Ireland in 1977  1976  in 1974,"He earned three all-Ireland medals for Ireland in 1977, 1976, and 1974",0.24384183193426084,0.7692307692307693,0.5625,0.7561581680657392,1.0,0.9627001285552979
The River Sic is a tributary of the River Seolemai in Romania,The Sic River is a tributary of the Seolemai River in Romania,The River Sic flows into the River Seolemai in Romania,0.0516780319682082,0.5454545454545454,0.5,0.5698536167740214,0.8333333333333334,0.9497658610343933
The biomass of brook trout was 48.30 kilograms per hectare  including 23.49 kilograms per hectare of brown trout and 24.81 kilograms per hectare of wild trout,The biomass of brown trout was 48.30 kilograms per hectare  which included 23.49 kilograms per hectare of brook trout and 24.81 kilograms per hectare of wild trout,"The biomass of brook trout amounted to 48. 30 kg/ha, comprising 23. 49 kg/ha of brown trout and 24. 81 kg/ha of wild trout.",0.08901617076179064,0.5614035087719299,0.7142857142857143,0.7532216747090874,0.8888888888888888,0.9307442903518677
They came from Poland to Russia in the eighteenth century  and their language includes Polish  German and Russian words,They came to Russia from Poland in the 18th century  and their language contains Russian  German and Polish words,"They migrated from Poland to Russia during the eighteenth century, incorporating Polish, German, and Russian vocabulary into their language",0.042377131997527843,0.42105263157894735,0.5769230769230769,0.805913767293728,1.0,0.9228049516677856
The 86th Airlift Squadron is part of 309th Airlift Wing in Air Base Chièvres  Belgium,The 86th Airlift Squadron is part of the 309th Airlift Wing at Chièvres Air Base  Belgium,"The 86th Airlift Squadron belongs to the 309th Airlift Wing at Air Base Chievres, Belgium",0.42835287319132476,0.7500000000000001,0.5,0.7277410576930299,0.9375,0.9896930456161499
However  in current continuity  Superman meets the true Zod for the first time in `` Last Son '',In the current continuity  Superman meets the true Zod in `` Last Son '' for the first time,"However, in contemporary continuity, Superman encounters the real Zod for the first time in ""Last Son"".",0.1654782701514999,0.5625,0.6956521739130435,0.7057333993807293,0.8888888888888888,0.9336113929748535
In early 1972  the FCC ordered the frequency to Windham County  making 98.3 the only FM in Willimantic,In early 1972  the FCC allocated the frequency to Windham County  making 98.3 the only FM in Willimantic,"In early 1972, the FCC mandated that the frequency be assigned to Windham County, leaving 98.3 as the sole FM station in Willimantic.",0.03876683604691331,0.744186046511628,0.6538461538461539,0.9612331639530867,1.2777777777777777,0.9362261295318604
"Scientific research is most often not the "" main "" goal for many amateur astronomers  unlike professional astronomers","For many amateur astronomers  unlike professional astronomers  scientific research is usually not the "" main goal """,Scientific research rarely serves as the primary objective for many amateur astronomers compared to professionals,0.17795291340072017,0.3333333333333333,0.7083333333333333,0.8335238065068997,0.8823529411764706,0.9249354600906372
Iosco County is a civil township of Baldwin Township in the U  . state of Michigan,Iosco County is a civil community of Baldwin Township in the U  . state of Michigan,"Iosco County is a civil township within Baldwin Township in Michigan, U.S.",0.3038182575326012,0.6428571428571429,0.5294117647058824,0.6194699005018458,0.75,0.9942381978034973
The following organs have been visited  Argao in Bohol ( still playable  and Loboc  Baclayon  Loay  Maribojoc and Antiquera in Cebu,The following organs were visited  Argao in Bohol ( still playable  and Loboc  Baclayon  Loay  Maribojoc and Antiquera in Cebu,"The following organs have been inspected Argao in Bohol (still playable) and Loboc, Bacayon, Loay, Maribojoc, and Antiquera in Cebu",0.22686182598679874,0.8205128205128205,0.5769230769230769,0.651041636257706,1.0,0.9513716101646423
Software ranged from advanced mortgage interest calculations  word processing  games  and utilities to simple payroll  accounting  and industry-specific applications,Software ranged from advanced mortgage interest calculations  word processing  games and utilities to simple payroll  accounting and industry specific applications,"Software included advanced mortgage interest calculators, word processors, games, and utilities; it also covered basic payroll, accounting, and specialized industries.",0.05890548730960053,0.65,0.8064516129032258,0.9410945126903995,1.0,0.8435264825820923
"Since 1977 LAGOS has created more than two million pieces  and Steven Lagos estimates that he has made 10,000 pieces and 400 to 500 new designs each year","Since 1977  LAGOS has created more than two million pieces  Steven Lagos estimates that he has made 10,000 pieces and 400 to 500 new designs each year","Since 1977, LAGOS has produced over two million items, with Steven Lagos estimating he has crafted 10, 000 pieces annually and developed an additional 400 to 500 unique designs yearly.",0.060820553106281094,0.6551724137931035,0.6666666666666667,0.9391794468937189,1.1111111111111112,0.9536385536193848
From 2 June 1969  lectures were held for the first 300 students  and at that time the academic workforce consisted of 28 local lecturers,For the first batch of 300 students  lectures were held beginning from 2 June 1969  At that time  the academic workforce consisted of 28 local lecturers,From June 2nd 1969  lectures began for the first 300 students  and at that point the academic staff included 28 local lecturers,0.08861208970270247,0.4999999999999999,0.4285714285714286,0.5987734133520852,0.8461538461538461,0.9555411338806152
""" Purple Clover "" describes the page as for people who are "" .. still cool  still curious and after all these years are still crazy",""" Purple Clover "" describes the site as being for people who are "" .. still curious  still cool  and still crazy after all these years  ""","""Purple Clover"" refers to pages suitable for those who remain ""cool, curious, and wild even after many years.""",0.009265835587394196,0.39999999999999997,0.8857142857142857,0.9902048281221788,0.6666666666666666,0.856278657913208
"As part of this process  the airline was divided into two portions  informally known as "" old "" Varig and "" new "" Varig","As part of this process  the airline was divided into two parts  informally known as "" old "" Varig and "" new "" Varig","In this process, the airline was split into two parts: ""old"" Varig and ""new"" Varig.",0.054560059110696064,0.7428571428571429,0.6923076923076923,0.9454399408893039,0.625,0.8864562511444092
The Vidăcut River or Hidecut River is a tributary of the Eliseni River  in Romania,The river Vidăcut or Hidecut is a tributary of the Eliseni River  in Romania,The Vidăcut River or Hidecut River flows into the Eliseni River in Romania,0.3367004718165569,0.689655172413793,0.4285714285714286,0.42524606516859753,0.9285714285714286,0.9581595659255981
