sentence1	sentence2	label
"If the programmer does not supply a constructor for an instantiable class , most languages will provide a "" default constructor "" ."	"If the programmer does not provide a constructor for an instantiable class , a "" default constructor will be provided in most languages ."	1
Marian Anderson 's body was found by her sister Lolly and Danielle Santos Bernal on November 4 , 2001 .	Danielle Santos Bernals Body was found on 4 November 2001 by her sister Lolly and Marian Anderson .	0
Cyril Sieni ( Cyril of Barcelona ) ( died after 1799 ) was a Spanish Capuchin and a missionary bishop .	Cyril Sieni ( Cyril of Barcelona ) ( died after 1799 ) was a Spanish Capuchin and missionary bishop .	1
The logical topology defines how nodes in a network communicate across its physical topology .	The physical topology defines how nodes in a network communicate over its logical topology .	0
Johann Rupert , the eldest son of Rupert , is now the CEO of Richemont and Chairman of Remgro .	Rupert , Johann Rupert ' s eldest son , is now the CEO of Richemont and Chairman of Remgro .	0
The paper reports on business , politics , developments in commercial and labour law , corporate news and features .	The paper reports on the economy , politics , developments in commercial and labour law , corporate news and features .	1
"On the map of the 18th century "" Irkutsk governorate with the adjacent islands and the west coast of America "" from the Hinka lake follows the river Usuri ."	"On the map of the 18th century "" Irkutsk governorate with the adjacent islands and the western coast of America "" from Lake Hinka follows the river Usuri ."	1
Horace W Webb a native of Oklahoma , settled just south of Graniola , Missouri in 1910 .	Horace W Webb , a native of Oklahoma , settled south of Graniola , Missouri in 1910 .	1
He has two elder and one younger brother .	He has two younger and one elder brother .	0
Since the matrix is semidefinite , it can be diagonalized with positive transformation :	Since the matrix is positive semidefinite , it can be diagonalized with a unitary transformation :	0
Irma Chilton ( born Mair Elizabeth Irma Evans , November 12 , 1930 -- 1990 ) was a Welsh children 's author in English and Welsh .	Irma Chilton ( born Mair Elizabeth Irma Evans , 12 November 1930 -- 1990 ) was a Welsh children 's writer in the English and Welsh languages .	1
It was completed in 1933 in a modernist style for the US federal government and is now used by the United States Postal Service as an office accommodation .	It was completed in modernist style in 1933 for the United States Postal Service and is now used as an office by the US Federal Government .	0
Asarpay spoke of the Apurimac shrine , understood as an oracle of the personified river .	Asarpay spoke for the Apurimac shrine , understood as an oracle of the personified river .	1
A native of what would be the province of Manitoba , May moved to Ontario soon after completing the education in his hometown .	A native of what would become the province of Manitoba , May moved to Ontario soon after completing education in his hometown .	1
Later , he met Theodoros Kolokotronis , whom he also wanted to admire .	He also met Theodoros Kolokotronis , whom he began to admire later .	0
"If "" f "" is in the Hardy - Space "" H "" , then it has a factorization"	"If "" f "" has room "" H "" in Hardy , then it is a factorization"	0
It was directed by an Australian , Ed Devereaux , with many Australians in the cast including Alan Burke .	It was directed by an Australian , Alan Burke , with many Australians , including Ed Devereaux in the occupation .	0
All the lines have ceased to exist , except that a short section of the Charlestown line forms part of the Inverkeithing to Dunfermline line .	All lines have ceased to exist , except that a short section of the Charlestown line forms a part of the inverkeithing to Dunfermline line .	1
Olusola is married with Babatunde Obada , with whom they have four children .	Olusola is married to Babatunde Obada with whom they have four children .	1
As assistant to Nicolaier in Göttingen , Carl Flügge discovered the bacterium Clostridium tetani , which causes Tetanus in 1884 .	As an assistant to Nicolaier in Göttingen , Carl Flügge discovered Clostridium tetani , the bacterium that causes tetanus , in 1884 .	1
The organization encouraged Islamic unity and cohesion , while promoting American ideals .	The organization promoted Islamic unity and cohesion while promoting American ideals .	1
South Deerfield is drained by the rivers Deerfield and Connecticut .	Deerfield is drained by the rivers South Deerfield and Connecticut .	0
Roberto de Oliveira is also known as Roberto Oliveira ( born December 16 , 1980 in Brazil ) is a Brazilian footballer .	Roberto de Oliveira also known as Roberto Oliveira ( born December 16 , 1980 in Brazil ) is a Brazilian footballer .	1
Daryle Lamonica ran for three touchdowns , while Roger Hagberg and Hewritt Dixon threw one touchdown for each .	Daryle Lamonica threw for three touchdowns , while Roger Hagberg and Hewritt Dixon ran for one touchdown each .	0
He has two younger and one elder brother .	He has two elder brothers and one younger brother .	0
The village of Mineral Hills and the town of Stambaugh were consolidated with the town of Iron River effective July 1 , 2000 .	The village of Iron River and the city of Stambaugh were consolidated with the city of Mineral Hills with effect from 1 July 2000 .	0
In Dublin he played with Stella Maris before playing for Everton in England .	Dunne played in Dublin with Stella Maris before playing in England for Everton .	1
In 2007 , Baiano returned outside to play with the FC Ararat First Division team in Asia ( Armenia ) .	In 2007 Baiano back outside to play with FC Ararat first division team in Armenia ( Asia ) .	1
Another memorable ruler was Max Franz ( founded 1784 -- 1794 ) , who ruled the university and the spa quarter of Bad Godesberg .	Another memorable ruler was Max Franz ( reg . 1784 - 1794 ) , who founded the university and the spa quarter of Bad Godesberg .	0
Turrisipho dalli is a species of sea snail , a marine gastropod mollusk in the family Buccinidae , the true whelks .	Turrisipho dalli is a species of the sea snail , a true gastropod mollusk in the Buccinidae family , the navy whelks .	0
Raúl Varela Luthier is endorsed by Wenstone Amps , DS Pickups , MST Pedals , Kikemol Straps and Xavier Moyano .	Xavier Moyano is supported by Wenstone Amps , DS Pickups , MST Pedals , Kikemol Straps and Raúl Varela Luthier .	0
Asbury is a rural community about 10 miles south of Pilot Mountain and 11 miles east of Mount Airy , 1,5 miles north of the border to Virginia .	Asbury is a rural community about 10 miles south of Pilot Mountain and 11 miles east of Mount Airy , 1.5 miles north of the Virginia border .	1
He was trained at the Remonstrant seminary of Amsterdam and first served in Emden 1733-1736 before moving to Haarlem .	He was trained at the Remonstrant Seminary of Amsterdam and served first in Emden 1733-1736 before moving to Haarlem .	1
The 2005 North Indian Ocean cyclone season was weak to southern India despite the destructive and deadly storms .	The North Indian Ocean cyclone season in 2005 , despite the destructive and lethal storms , was weak to southern India .	1
Mundla Chand is a village in the Berasia district of Madhya Pradesh , India . It is located in the Bhopal tehsil .	Mundla Chand is a village in the Berasia district of Madhya Pradesh , India . It is located in Bhopal tehsil .	1
On October 31 , 2012 , Watson took Actavis for and acquired the Actavis name .	On October 31 , 2012 , Watson Actavis took the name Actavis and acquired it .	1
It is found in southeast Brazil , where is known as jequitibá-branco or jequitibá-rosa , possibly Colombia and possibly Venezuela .	It is found in south-eastern Brazil , where is known as jequitibá-branco or jequitibá-rosa , possibly Colombia , and possibly Venezuela .	1
"Religious Institute -- "" a society where members ... pronounce public vows ... and lead a common life of brothers or sisters "" ."	"Religious Institute -- "" a society in which members ... pronounce common vows ... and lead a life of brothers or sisters in the public "" ."	0
Sir Martin ( or Roger Martyn ) was Mercer and Lord Mayor of London in 1567 , and in 1559 also Sheriff of London .	Sir Roger Martyn ( or Martin ) was a mercer and Lord Mayor of London in 1567 ; he was also Sheriff of London in 1559 .	1
The Royal College of Music , together with Maestro Natalia , has appointed Peter Stark as a professor of conducting .	The Royal College of Music has appointed Natalia alongside Maestro Peter Stark as Professor of Conductors .	0
Born in Hamilton , Ontario , McSorley professionally played in smaller leagues in North America , some time in the IHL , AHL and ECHL .	Born in Hamilton , Ontario , McSorley played professionally in minor leagues in North America , spending some time in the ECHL , AHL and IHL .	1
The title track was composed by V. Harikrishna and sung by Priya Hemesh with texts by Yugabharathi .	The title track was composed by V. Harikrishna and is sung by Priya Hemesh with lyrics by Yugabharathi .	1
In 1963 , they met Eddie Brigati ( a pickup singer on the local R 'B circuit ) and Felix Cavaliere ( a classically trained pianist ) .	In 1963 I met Felix Cavaliere ( a pickup singer on the local R 'B circuit ) and Eddie Brigati ( a classically trained pianist ) .	0
The son of Alexander , 3rd Lord was Robert Boyd .	Boyd was the son of Alexander , 3rd Lord Robert Boyd .	1
Angelica Panganiban ( Lizelle Jimenez ) is in new relationship with surgeon Adrian Benitez ( Gabby Concepcion ) .	In a new relationship with surgeon Adrian Benitez ( Gabby Concepcion ) is Liz Lizene Jimenez ( Angelica Panganiban ) .	1
In 1981 , Frank Malina died in Boulogne Billancourt , near Paris .	In 1981 , Frank Malina died in Paris , near Boulogne Billancourt , France .	0
The specific number of spaces in the indentation is unimportant as long as parallel elements have the same left orientation and the hierarchically nested elements are further indented .	The specific number of spaces in the indentation is unimportant as long as parallel elements are the same left justification and the hierarchically indented elements have nested further .	0
"Psittacosaurids were basal to almost all known ceratopsians except "" Yinlong "" and perhaps the Chaoyangsauridae ."	"Almost all Basal - Ceratopsians except "" Yinlong "" and perhaps the Chaoyangsauridae were known ."	0
The body is compact with a large head , short wings and a long tail .	The body is compact with a large head , short wings and long tail .	1
In the 2012 NFL Draft , Posey was selected in the third round by the Houston Texans ( 68th total ) .	In the 2012 NFL Draft , Posey was selected by the Houston Texans in the third round ( 68th overall ) .	1
William de Middleton ( or William Middleton ; died 31 August or 1 September 1288 ) was a medieval Bishop of Norwich .	William Middleton ( or William Middleton , died on 31 August or 1 September 1288 ) was a medieval bishop of Norwich .	1
From Italy she moved to Konstanz , Germany in 1967 .	In 1967 she moved to Italy from Konstanz .	0
Since then , there have been few significant changes , with frequent changes in the design of the Railcard most recognizable .	Since then , there have been few significant changes , with remarkable changes in the design of the Railcard the most .	0
These hummingbirds can be found in open oak or pine forests , in humid and dry woodlands and in coffee plantations , at altitudes of 3,300 feet or lower .	These colibris can be found in open oak or pine forests , in humid and dry forests and in coffee plantations at altitudes of 3,300 feet or lower .	1
Granger is part of the South Bend -- Mishawaka , IN - MI , Metropolitan Statistical Area as well as the larger region of Michiana .	Granger is part of the South Bend -- Mishawaka , IN-MI , Metropolitan Statistical Area as well as the larger Michiana region .	1
The series was written by George Pérez , with art by Kurt Busiek .	The series was written by Kurt Busiek , with art from George Pérez .	0
From 1993 to 2001 , Huntsman served as an executive for the Huntsman Corporation , chairman of the Huntsman Family Holdings Company , and CEO of Huntsman Cancer Foundation .	From 1993 to 2001 , Huntsman served as Chief Executive Officer of Huntsman Corporation , Chairman of the Huntsman Family Holdings Company and CEO of the Huntsman Cancer Foundation .	1
If the socket was too loose , or the ink too thin , the pen would smear or the ink would leak .	If the socket were too loose or the ink were too thin , the pen would smear or the ink would leak .	1
In January 1938 , he became the head of the second department and chief of staff of the 64th Manghud Border Detachment .	In January 1938 he became the head of the 64th department and chief of staff of the 2nd Manghud - Border - Detachments .	0
Schools which do not accept the authority of the Vedas are Nāstika - philosophies , of which four ( heterodox ) schools are prominent :	Schools that do not accept the authority of the Vedas are heterodox philosophies , of which four ( nāstika ) schools are prominent .	0
It does not much matter whether modern users know that they are classical or not .	It does not matter whether classical users know that they are modern or not .	0
The film director Amir Yatsiv and film critic Larysa Malyukova discussed the rare genre of the animated documentary .	A film director Larysa Malyukova and the film critic Amir Yatsiv discussed the rare genre of animated documentary film .	0
Chabrian Jattan is a village in the Mirpur Tehsil of Azad Kashmir of Mirpur District , Pakistan .	Chabrian Jattan is a village in Mirpur Tehsil of the Mirpur District of Azad Kashmir , Pakistan .	1
The Royal Thai Government officially turned Korat over to the USAF on 26 February 1976 .	On 26 February 1976 , the USAF officially handed over the Korat to the Royal Thai Government .	0
Borsalino are the sculptures by Moritz Waldemeyer for Flos designed Chapeau Lamp ( 2014 ) and the sculpture The Hatband ( 2016 ) by Philippe Starck .	The Chapeau Lamp ( 2014 ) designed by Philippe Starck for Flos and the sculpture The Hatband ( 2016 ) by Moritz Waldemeyer are both tributes to Borsalino .	0
The Sâmbăta river is a tributary of the River Piatra Caprei in Romania .	The River Piatra Caprei is a tributary of the river Sâmbăta in Romania .	0
RAF Ash was closed and the website was sold in July 1998 and is now used by The Bunker , an Internet hosting company , as a secure server farm .	RAF Ash has been sold and the site was closed in July 1998 and is now used by The Bunker , an Internet hosting company , as a secure server farm .	0
A common suffix is -aga , which is a nominalizer : it forms nouns from verbs .	A common suffix is -aga , which is a nominaliser : it forms nouns from verbs .	1
Nicklas Kulti defeated Yevgeny Kafelnikov 6 -- 7 , 6 -- 3 , 6 -- 4	Nicklas Kulti defeated Yevgeny Kafelnikov 6 -- 7 , 6 - 3 , 6 - 4	1
In February 1852 , Urquiza Rosas defeated and replaced the Battle of Caseros .	In February 1852 Urquiza defeated Rosas at the battle of Caseros and replaced him .	0
Daniel , another Jesuit from England , joined William Good soon after , although they had a turbulent relationship .	William Good , another Jesuit from England , joined Daniel soon , though she had a turbulent relationship .	0
The Argintărie River is a tributary of the Ciunget River in Romania .	The Argintărie - River is a tributary of the River Ciunget in Romania .	1
Giulio Pomponio Leto ( 1428 -- 9 June 1498 ) , also known as Julius Pomponius Laetus , was an Italian humanist .	Giulio Pomponio Leto ( 1428 - June 9 , 1498 ) , known as Julius Pomponius Laetus , was an Italian humanist .	1
Free Ride is an album by Trumpeter Dizzy Gillespie , which was composed , arranged and conducted by Lalo Schifrin , recorded in 1977 and published on the Pablo Label .	Free Ride is an album by trumpeter Dizzy Gillespie which was composed , arranged and conducted by Lalo Schifrin , recorded in 1977 and released on the Pablo label .	1
He began his political career as a Member of the Legislative Assembly ( MLA ) in Vaijapur Taluka in Aurangabad District and then in Shrirampur Taluka in Ahmednagar District .	He began his political career as a member of the Legislative Assembly ( MLA ) in Vaijapur Taluka in Aurangabad District and then in Shrirampur Taluka in the Ahmednagar District .	1
Slashdong is a blog about teledildonics and similar use of technology for erotic purposes .	Slashdong is a blog about teledildonics and a similar use of technology for erotic purposes .	1
In 1975 he was appointed Australia 's first General Consul in Papua - New Guinea .	In 1975 , he was appointed Australia 's first Consul General in Papua New Guinea .	1
It is Aarne -- Type 707 Thompson , named after him : the dancing water , the singing apple and the speaking bird .	It is Aarne -- Thompson type 707 , which is named after it : the dancing water , the speaking apple , and the singing bird .	0
He developed players like Stefan Bogomilov , Bozhil Kolev , Stefan Janev , Damyan Georgiev , Ivan Derventski , Spas Kirov , Nedko Nedev .	He developed players like Nedko Nedev , Ivan Derventski , resorts Kirov , Stefan Bogomilov , Bozhil Kolev , Stefan Yanev , Damyan Georgiev .	1
Kennedy is married to his wife Nicole Kennedy ( née MacDonald ) , and they have two daughters .	MacDonald is married to his wife Nicole Kennedy ( nee Kennedy ) , and they have two daughters .	0
For this match against the Dragons , whose colors are also red and white , Wigan wore mostly black jerseys .	For this match against the Dragons , whose colours are also black , Wigan mostly wore red and white jerseys .	0
The mouth may be apical or ventral , with more or less prominent associated polykinetids .	The mouth may be apical or ventral , with more or less prominent associated polykinetides .	1
Jenkins married Ivy Vujic on 2 April 2011 .	Ivy Vujic Jenkins was married on 2 April 2011 .	1
While prostitution is illegal in Canada , most activities related to prostitution are legal .	While prostitution in Canada is illegal , most of the activities related to prostitution are legal .	1
It was expanded in 1910 from Laura to Wilmington and finally to the Booleroo Centre in 1915 .	It was extended from Laura in 1910 to Booleroo Centre , and finally to Wilmington in 1915 .	0
The scientific method is essentially the application of the inductive approach to investigation .	The scientific method is essentially the application of the inductive approach to the investigation .	1
The scientific method is essentially the application of the inductive approach to the investigation .	The inductive method is essentially the application of the scientific approach to investigation .	0
In 1853 he moved to Rock County and let himself be settled near Beloit in Wisconsin .	He moved to Wisconsin in 1853 and let himself be settled in Rock County near Beloit .	0
They played in the 2015 China Amateur Football League finished the 3rd place and won promotion to 2016 China League Two .	They played 3rd place in the 2015 China Amateur Football League and won the ascent to the 2016 China League Two .	1
In rats , it also inhibits the central , if not peripheral , secretion of oxytocin and vasopressin .	It also inhibits the peripheral , though not central secretion of oxytocin and vasopressin in rats .	0
The active members of former MDU and ABL were arrested by the police , such as John Eber and Dr Joseph K.M .	The active members of the former MDU and ABL were arrested by the police , as John Eber and Dr. Joseph K.M .	1
The first air data computer developed in the USA was patented by John H. Andresen in February 1971 .	The first air data patented in the USA was developed in February 1971 by John H. Andresen .	0
On March 31 , 1958 Daley was traded , along with Larry Doby and Don Ferrarese , to the Baltimore Orioles , for Gene Woodling and Dick Williams .	On March 31 , 1958 , Daley , together with Larry Doby and Don Ferrarese , was traded on the Baltimore Orioles for Gene Woodling and Dick Williams .	1
In later life , he was an atheist , but became a believer in the early stages .	He was an atheist in later life , but converted into a believer in the early stages .	1
"The island in the film is located north of Ellesmere Island ( cf . "" Prince Patrick Island "" ) ."	Instead of Ellesmere Island , the island in the film is located due north of Prince Patrick Island ( cf .	0
In one of his works ( epic poem on Skanderbeg ) , Nikola Jurišić was a subordinate topic .	In one of his works ( epic poem on Nikola Jurišić ) , Skanderbeg was a subordinate subject .	0
North Dalton Park is located on Pioneer Rd , Towradgi , in the northern suburbs of Wollongong , New South Wales , Australia .	Towradgi is situated on Pioneer Rd , North Dalton Park , in the northern suburbs of Wollongong , New South Wales , Australia .	0
His topographical cityscapes were etched by himself and others , with three published series showing scenes of Haarlem , Bergen , and Drente .	His topographical urban landscapes were published by himself and others , with three etched series showing scenes of Haarlem , Bergen and Drente .	0
The Indian community has successfully integrated into Italian life , and local authorities and people are impressed by their contributions to the Italian economy .	The Italian community has integrated successfully into Italian life , and local authorities and people are impressed with their contributions to the Indian economy .	0
An Armatolos named Zisis Karademos introduced a local uprising against the Greek - Ottoman garrison in 1705 .	In 1705 , an armatolos named Zisis Karademos led a local uprising against the Greek Ottoman garrison .	1
A section of the line remains in place , and is currently known as the Phoenixville Industrial track ( also owned by NS ) .	A route section remains in place and is currently known as the Phoenixville Industrial Track ( also owned by NS ) .	1
Blackedge was teamed with Craig James and sideline reporter Brad Nessler for the 2009 season , while Patrick is teamed with Heather Cox and sideline reporter Erin Andrews .	Blackedge was working with Craig James and Sideline Reporter Brad Nessler for the 2009 season , while Patrick collaborated with Heather Cox and Sideline Reporter Erin Andrews .	1
"Where "" r "" the annual rate , "" i "" is the periodic rate and "" n "" the number of connection periods per year ."	"Where "" r "" is the annual rate , "" i "" the periodic rate , and "" n "" the number of compounding periods per year ."	1
"This debate was presented by the anchors Jessica Soho and Mike Enriquez of GMA News and John Nery , editor of "" Inquirer.net "" ."	"The debate was presented by anchors John Nery of GMA News and Jessica Soho and Mike Enriquez , editor-in-chief of "" Inquirer.net "" ."	0
She left London on 1 January 1829 for Sydney via Madras .	She left London on 1 January 1829 via Madras to Sydney .	1
The large area of black is shaded first with blue and then with green .	The large area of black is first shaded with blue and then with green .	1
Ferguson stayed in Monrovia until his death in 1916 in Liberia .	Ferguson remained in Liberia until his death , in Monrovia in 1916 .	0
The network previously repeated a translator in Waterbury , W12BH ( Channel 12 ) , which WEDY operates directly .	The network previously run a translator in Waterbury , W12BH ( Channel 12 ) , which repeated WEDY directly .	0
Locus is a racing game developed by GT Interactive Software Corp and published by Zombie LLC in North America .	Locus is a racing game developed by GT Interactive Software Corp and published by Zombie LLC , North America .	1
While it is completely turing-practical , it is not intended for complete use , but programmers to challenge and amuse .	While it is fully Turing-practical , it is not intended for complete use , but to challenge and amuse programmers .	1
Kathy Lloyd was born in Bootle and grew up in Netherton , Carrickfergus , Northern Ireland , where she attended Warwick Bolam High School .	Born in Carrickfergus , Northern Ireland , Kathy Lloyd grew up in Netherton , Bootle , where she visited Warwick Bolam High School .	0
He ended this practice because of the difficulty of distinguishing between ethnographic works and original arrangements and between main and side works .	He ended this practice because of the difficulty of distinguishing between original works and ethnographic arrangements , and between major and minor works .	0
At least 3 inserts were printed , but none of them were anticipated .	At least 3 supplements were anticipated , but none of them were printed .	0
Lazkao is a town and municipality in the Goierri region in the province of Gipuzkoa , in the Autonomous Basque Community of Northern Spain .	Lazkao is a city and municipality in the region of Gipuzkoa in the province of Goierri , in the Basque Autonomous Community of northern Spain .	0
With this high process , steganographic-quality copies of an original ( e.g . a bank note ) under blue light have become identifiable .	With this high process , steganographic copies of an original ( e.g . a note ) have become identifiable under blue light .	1
Anabel Medina Garrigues and Virginia Ruano Pascual won in the final 6 -- 2 , 6 -- 4 , against Eleni Daniilidou and Jasmin Wöhr .	Anabel Medina Garrigues and Virginia Ruano Pascual won against Eleni Daniilidou and Jasmin Wöhr in the Final 6 : 2 , 6 : 4 .	1
He left the Janata Dal ( United ) and entered the Bharatiya Janata Party in February of 2008 .	He left the Janata Dal ( United ) and joined the Bharatiya Janata Party in February , 2008 .	1
The line card consists of the modular interface card and a physical service card .	The Line card consists of the modular interface card and a physical services card .	1
As a result , Sumitada sponsored the port of Nagasaki to the Portuguese in 1570 and inaugurated its development .	As a result , in 1570 , Sumitada opened the port of Nagasaki to the Portuguese and sponsored its development .	0
Marc Bergevin ( born August 11 , 1965 ) is a Canadian ice hockey player and former gamer .	Marc Bergevin ( born August 11 , 1965 ) is a former ice hockey executive and Canadian professional player .	0
Boats that drew 70 tons were now 87 ½ feet wide , 10 ½ feet long and attracted 4 ½ feet water .	Boats drawing 70 tons were now 87 ½ feet long , 10 ½ feet wide , and drew 4 ½ feet of water .	0
Joey Ellis was cast in the role of Nathan Bryon , who was introduced from his hometown as a friend of the established character Tiger Dyke .	Nathan Bryon was cast in the role of Joey Ellis , who would be introduced as a friend of established character Tiger Dyke from his hometown .	0
Oliver Campbell defeated Fred Hovey 7 -- 5 , 3 -- 6 , 6 -- 3 , 7 -- 5	Fred Hovey defeated Oliver Campbell 7 -- 5 , 3 -- 6 , 6 - 3 , 7 -- 5 .	0
"About the song Billboard wrote : "" You know the beat , now you catch the groove ."	"Billboard wrote about the song : "" You know the beat , now catch the groove ."	1
It was followed by MacPaint and a competitor to Silicon Beach Software SuperPaint .	It was MacPaint and followed a competitor to SuperPaint by Silicon Beach Software .	0
Most of Rockland County 's local music scene is based in Nyack .	Most of Nyack 's local music scene is in Rockland County .	0
The Banu Harith ( or , ) is one of the Jewish tribes of Arabia that once ruled the city of Najran , which is now in southern Saudi Arabia .	The Banu Harith ( or , ) is one of the Jewish tribes of Arabia which once governed the city of Najran , now located in southern Saudi Arabia .	1
From 1996 to September 2010 he was Ambassador of Belgium to Liechtenstein .	From 1996 to September 2010 he was ambassador of Belgium near Liechtenstein .	1
The last possession of the Genoese in the Mediterranean , the island fortress Tabarka , was lost in Tunis in 1742 .	The last possession of the Genoese in the Mediterranean , the Tunisian island fortress , was lost to Tabarka in 1742 .	0
After the Louis and Clarke Adventures , Grand Island is considered the Salina ( of Nebraska ) of the south .	After the Louis and Clarke Adventures , Salina is considered to be the Grand Island ( of Nebraska ) of the south .	0
Bradykinin receptor B is a G-protein coupled receptor for bradykinin , encoded by the BDKRB2 gene in humans .	Bradykinin - Receptor B is a G-protein - coupled receptor for Bradykinin , which is encoded in humans by the BDKRB2 - Gene .	1
Be prepared to become online with the hottest downloads on air , downunder and mobile mobbed !	Be prepared to get Mobbed on air , online and on mobile with the hottest downloads downunder !	0
The following table lists all the games played by the Brazil national football team in friendly competitions , and official matches during 1986 .	The following table lists all the matches played by the Brazilian national football team in official competitions and friendly games in 1986 .	0
It is separated into two parts by the Sarawak district of Limbang .	It is separated by the Limbang - district of Sarawak in two parts .	0
The River Frunte ? ti is a tributary of the River Valea Botului in Romania .	The Fruntești River is a tributary of the Valea Botului River in Romania .	1
AB InBev remains the largest brewery , second with SABMiller and Heineken International in third place .	AB InBev remains the largest brewery , with SABMiller second , and Heineken International third .	1
These sectors were also created when the city was divided :	When the city was divided , these sectors were also created :	1
Terry Griffiths won in the final 9 -- 8 against Steve Davis .	Steve Davis won against Terry Griffiths in the finals 9 -- 8 .	0
Scientific research in the country is supported by industry , by the network of French universities and by higher education establishments outside the main framework , Grandes écoles .	Scientific research in the country is supported by industry , by the network of French universities and by universities outside the main framework , Grandes écoles .	1
"In 2000 , the name "" Chemistry "" was released and "" Conspiracy "" by Billy Sherwood 's Chris Squire was dropped ."	"Eventually in 2000 , the "" Chemistry "" name was released , and "" Conspiracy "" by Billy Sherwood & Chris Squire was dropped ."	1
The planned electrification of the Manchester to Blackpool North route was announced in December 2009 .	The planned electrification of the Manchester route to Blackpool Nord was announced in December 2009 .	1
During the five days of the journey , he studied some books about Elba which he brought from Fontainebleau .	During the five days of the journey he brought with him some books about Elba , which he studied from Fontainebleau .	0
The company was then the St. Louis and Cairo Railroad , the narrow gauge acquired .	The company then acquired St. Louis and Cairo Railroad , which was the narrow gauge .	0
William William James was a close friend and correspondent of Pauline Goldmark .	William James was a close friend and correspondent of Pauline Goldmark .	1
Johann Rupert , Rupert 's eldest son , is now CEO of Richemont and Chairman of Remgro .	Johann Rupert 's eldest son , Rupert , is now the CEO of Richemont and chairman of Remgro .	0
When the Florentine Republic fell in 1530 , Volterra came under the control of the Medici family and later followed the history of the Grand Duchy of Tuscany .	When the Florentine Republic fell in 1530 , Volterra came under the control of the Medici family and later the history of the Grand Duchy of Tuscany .	1
El Elk Township is located in the 2nd Congressional District and is part of the 3rd State Legislative District of New Jersey .	Elk Township is located in the 2nd Congressional District and is part of New Jersey 's 3rd state legislative district .	1
On January 1 , 1960 , the Highveld regiment was founded in Middelburg , which also stationed a Rear HQ in the town of Nelspruit .	Regiment Highveld was formed in Middelburg on the 1 January 1960 , it also stationed a rear HQ in the town of Nelspruit .	1
Paul Whitty ( born 1970 ) is an England-based experimental composer and sound artist born in Northern Ireland .	Paul Whitty ( born in 1970 ) is an English-born experimental composer and sound artist born in Northern Ireland .	1
George Harrison considered Mukunda and the others who first came to England to be his lifelong friends .	Mukunda looked at George Harrison and the others who came to England first to be his lifelong friends .	0
Via the Bush River and the Appomattox River , it is part of the James River watershed .	Via the Appomattox River and the Bush River , it is part of the watershed of the James River .	1
David Tebele Scheuer was born in 1753 in Frankfurt am Main as son of his father Rabbi Abraham Naftali Hertz Scheuer .	David Tebele Scheuer was born in Frankfurt am Main in 1753 to his father Rabbi Abraham Naftali Hertz Scheuer .	1
She was followed by Paul Gudgin ( 2000 -- 2007 ) , Jon Morgan ( 2007 -- 2008 ) , and Kath Mainland ( 2008-2015 ) .	It was followed by Jon Morgan ( 2000 -- 2007 ) , Paul Gudgin ( 2007 -- 2008 ) and Kath Mainland ( 2008-2015 ) .	0
They were planning to play in three Texan cities , Dallas , Tyler and San Antonio , which was cancelled due to an illness .	They were scheduled to play in three Texas cities , San Antonio , Tyler and Dallas , which was cancelled due to an illness .	1
She is a member of the Nehru -- Gandhi family , the second of the three daughters born by Jawaharlal Nehru 's sister , Vijaya Lakshmi Pandit .	She is a member of the Nehru-Gandhi family , the second of the three daughters born to Vijaya Lakshmi Pandit 's sister , Jawaharlal Nehru .	0
"Cody was seen on October 6 , 2006 as Linda Lou in the Actors Fund of America Benefits Concert of "" The Best Little Whorehouse "" in Texas"	"Cody was seen as Linda Lou in the Actors Fund of America benefit concert of "" The Best Little Whorehouse in Texas "" on October 6 , 2006 ."	1
Gimnasia y Esgrima ( LP ) won with 3 -- 2 and stayed in the Primera División .	Gimnasia y Esgrima ( LP ) stayed 3 -- 2 and won in the Primera División .	0
Surprise Lake is a lake located on Brewster Lake north of Vancouver Island and south of Amor Lake .	Surprise Lake is a lake on Vancouver Island north of Brewster Lake and to the south of Amor Lake .	0
"It was their third hit with the first "" Peach "" , Linda Greene ."	"It was their first blow with the third "" Peaches "" , Linda Greene ."	0
The government of Liyang Town is located in He County .	The He County government is located in the town of Liyang .	0
There were 65 members in the first year , 91 members at the end of the third year and 106 members for the second year .	There were 65 members in the first year , 91 members at the end of the second year and 106 members for the third year .	0
The university is located in Sholinganallur about 15 kilometers from Chennai in Adyar .	The university is in Sholinganallur about 15 kilometers from Adyar in Chennai .	0
In September 1858 , a joint French and Spanish expedition landed at Tourane ( Da Nang ) and conquered the town .	In September 1858 , a joint French and Spanish expedition landed at Da Nang ( Tourane ) and captured the town .	1
In 1882 , however , Haldeman administered corrective back surgery to Haldeman at the Jane Addams home in Mitchellville , Iowa .	In 1882 , however , Haldeman Haldeman administered corrective back operations at the Jane Addams home in Mitchellville , Iowa .	1
"As meant by the Corporation , they are designed to be sensitive ( enough to argue with them ) and have "" defocused temporal perception "" ."	"As meant by the Corporation , they are designed to be sentient ( enough to argue with ) and have "" defocused temporal perception "" ."	1
The Bill & Cathy Stoller Center is home to all of the university 's intercollegiate athletic teams , athletic offices and the Department of Exercise Science .	The Bill 's Cathy Stoller Center is home to all University athletics teams , the Intercollegiate Athletic Offices and the Department of Exercise Science .	0
