sentence1	sentence2	label
it was originally developed by groups of chinese scholars in the soviet union and used by chinese and russian immigrants there until the majority of them left the country .	it was originally developed by groups of chinese scholars in the soviet union and used by chinese and russian immigrants there until most of them left the country .	1
several streets are named after him including streets in geelong west , brighton , melton , buninyong , and ballarat .	several roads are named after him , including the streets in geelong west , brighton , melton , buninyong and ballarat .	1
polali is a village in bantwal taluk , in the dakshina kannada ( south canara ) district of karnataka state in india .	polali is a village in bantwal taluk , in the dakshina kannada district ( south - canara ) of the state of karnataka in india .	1
indeed , the two terms are now also used in other parts of the country .	indeed , the two terms are now used also in other parts of the country .	1
mundla chand is a village in the bhopal district of madhya pradesh , india . it is located in the berasia tehsil .	mundla chand is a village in the bhopal district of madhya pradesh , india . it is located in berasia tehsil .	1
the roman catholic diocese of masaka is a diocese located in the city of masaka in the ecclesiastical province of uganda in kampala .	the roman - catholic diocese of masaka is a diocese located in the town of masaka in the church province of uganda in kampala .	1
notre dame received half the $ 7.6 million that nbc paid each year for the rights of the deal , and the opponent received the other half .	notre dame received half of the 7.6 million dollars that nbc paid each year for the rights of the deal , and the opponent received the other half .	1
the royal college of music has appointed peter stark alongside maestro natalia as professor of conducting .	the royal college of music has appointed peter stark as a professor of conducting alongside maestro natalia .	1
there are almost 2,000 islands along the coastline , about three quarters of which are uninhabited .	along the coast there are almost 2,000 islands , about three quarters of which are uninhabited .	1
his son sir john everard ( 1550 -- 1624 ) was an barrister , politician and judge . john 's son richard was the first of the everard baronets .	his son sir john everard ( 1550 -- 1624 ) was a lawyer , politician and judge , john 's son richard was the first of the everard - baronets .	1
""" purple clover "" describes the site as for people who are "" ... still cool , still curious and after all those years are still crazy ."	""" purple clover "" describes the site as being for people who are "" ... still cool , still curious , and still crazy after all these years . """	1
it was created by eddie mort and lili chin and produced by warner bros .	it was created by eddie mort and lili chin and produced by warner bros..	1
it traditionally provides catholic education for secondary school children in the glossopdale and longdendale valleys .	it provides traditional catholic education for secondary school children in the valleys of glossopdale and longdendale .	1
the grasse river is located two and a half miles east of the village of massena on the north side of the massena centre .	grasse river is located two and half miles east of the village of massena on the north side of the massena center .	1
the series ends with cassie reconciling with wonder woman , who tells cassie that she has become her own woman .	the series ends with cassie reconciling with wonder woman , whom cassie tells that she has become her own woman .	1
mars is a dry world with a thin atmosphere whose inhabitants , described as short and insect-like , are seen but not mentioned in the stories .	mars is a dry world with a thin atmosphere , whose inhabitants , who are described as short and insect-like , are seen but not mentioned in the stories .	1
transcode continued very fast , but the ebcdic and usascii dialects of bisync disappeared in use .	transcode continued very quickly , but the ebcdic and usascii dialects of bisync disappeared in use .	1
"as a screenwriter , his first indie feature , "" the watermelon "" , was directed by lorenda starfelt and produced by brad mays at lightsong films ."	"as a screenwriter , his first indie feature "" the watermelon "" was staged by lorenda starfelt and produced by brad mays at lightsong films ."	1
"on 12 march 1801 "" eling "" sailed with the british fleet under admiral sir hyde parker and was at the battle of copenhagen ( 1801 ) ."	"on march 12 , 1801 , "" eling was sailing with the british fleet under admiral sir hyde parker and became the battle of copenhagen ( 1801 ) ."	1
the branch codice 2 is updated daily , the codice 3 branch is updated every 6 months .	the codice 2 branch is updated daily , and the branch codice 3 is updated every 6 months .	1
the vidăcut river or hidecut river is a tributary of the eliseni river , in romania	the river vidăcut or hidecut is a tributary of the eliseni river , in romania	1
premlata singh was married to birender singh on june 9 , 1970 .	on june 9 , 1970 , birender singh married the premlata singh .	1
the construction of the new stadium was held for 4 years and was inaugurated on 21 august 1974 .	construction of the new stadium was held for 4 years and on 21 august , 1974 were inaugurated .	1
members of the house are elected to their positions by members of their house council .	members of the house of representatives are elected to their positions by members of their house .	1
this most commonly affects the small joints ( knees , ankles , elbows , and wrists ) , but may also involve the large joints of the hands and feet .	this most commonly affects small joints ( knees , ankles , elbows and wrists ) , but also the large joints of the hands and feet .	1
when water and sewerage companies were privatised in northern ireland in 1989 , these services remained public in england and wales and in scotland .	when water and sewer companies were privatised in northern ireland in 1989 , these services remained public in england and wales and in scotland .	1
he has a son , seamus , who is seen but never mentioned in the series .	he has a son , seamus , who is seen , but is never mentioned in the series .	1
mount cobb is a mountain on mount filberg , located east of gold river and southwest of vancouver island , british columbia , canada .	mount cobb is a mountain at mount filberg , east of gold river and southwest of vancouver island , british columbia , canada .	1
on 4 may 2015 , the uob opened its branch in yangon , myanmar .	uob opened its yangon branch in myanmar on 4 may 2015 .	1
regionally connects md 30 hanover , pennsylvania with reisterstown and baltimore .	regionally , md 30 connects hanover , pennsylvania with reisterstown and baltimore .	1
two more aftershocks above magnitude 5 in kyrgyzstan and one in xinjiang met on 13 october utc - time .	two more aftershocks above magnitude 5 in kyrgyzstan and one in xinjiang struck on october 13 , utc time .	1
kuzmice is a village and municipality in the trebišov district in the košice region of eastern slovakia .	kuzmice is a village and municipality in the district of trebišov in the region of košice in eastern slovakia .	1
scopula anfractata is a moth of the geometridae family that is found in china ( yunnan ) .	scopula anfractata is a moth of the family geometridae . it is found in china ( yunnan ) .	1
more than 5 species of rhizophoraceae grow in australasia with particularly high biodiversity on the island of australia and in northern new guinea .	more than 5 species of rhizophoraceae grow in australasia with particularly high biodiversity on the island of australia and northern new guinea .	1
in 1969 the change was still in the air and t. and j. n. nichol was taken over by r. smith ( vimto ) from manchester .	in 1969 change was still in the air and t. and j. n. nichol 's was taken over by r. smith ( vimto ) of manchester .	1
john knox also designed the doric column for the statue of hamilton ( 1825 ) in the glasgow necropolis ( see glasgow 's statues ) .	john knox also designed the doric column for the statue of hamilton ( 1825 ) in the glasgow necropolis ( see glasgow 's public statues ) .	1
the film was produced , staged and edited by bruce david janu , the soundtrack was composed by tom flannery and lorne clarke .	the film was produced , directed and edited by bruce david janu . the soundtrack was composed by tom flannery and lorne clarke .	1
she was heavily attracted to him and tried to seduce him into a sexual relationship , but hanuvant singh was religious in thought and did not go to incest .	she grew heavily attracted to him and tried to seduce him into a sexual relationship , but hanuvant singh was religious in thought and did not go for incest .	1
drummer wayne bennett left the band in june 2007 and was replaced by ben timony .	in june 2007 , drummer wayne bennett left the band and was replaced by ben timony .	1
there is little in schell 's book that is available , but his careful assembly of the new evidence will scare most readers .	there is little in schell 's book that is available , but his careful assembly of the new evidence will scare the pants off most readers .	1
the participants included tj trinidad , joem bascon , rico robles , rico barrera , jordan hererra , biboy ramirez , eric fructuoso , and michael roy jornales .	tj trinidad , biboy ramirez , eric fructuoso , rico robles , joem bascon , jordan hererra , rico barrera and michael roy jornales were among the participants .	1
the rest of the material are covers from argentina folk artists jose larralde , pedro bonifacio palacios , cátulo castillo and anibal troilo .	the rest of the material are covers by argentine folk artists jose larralde , pedro bonifacio palacios , cátulo castillo and anibal troilo .	1
"mary disapproves of the relationship with christine until del convinces her that love knows no boundaries ( "" our kind of love "" ) ."	"mary disapproves of the relationship with christine until del convinces that love knows no boundaries ( "" our kind of love "" ) ."	1
querétaro is a municipality in pinal de amoles municipality in central mexico .	querétaro is a municipality in the pinal de amoles municipality in central mexico .	1
the music was composed by unni menon and the texts written by shyam , sreekumaran thampi was popular for singing songs in this film .	the music was composed by unni menon and lyrics was written by shyam . sreekumaran thampi became popular for singing songs in this film .	1
other mountain ranges surrounding the tucson valley include the rincón mountains , the tucson mountains , the tortolita mountains and the santa catalina mountains .	other mountain ranges surrounding the tucson valley include the rincon mountains , the tucson mountains , the tortolita mountains , and the santa catalina mountains .	1
the sssi has an area of 190.3 hectares , while the sac has 168.3 hectares .	the sssi covers an area of 190.3 hectares while the sac has 168.3 hectares .	1
he lived in new york city for twenty years , returning to san antonio in may 2005 .	he lived for twenty years in new york city and returned in may 2005 to san antonio .	1
graham bayne ( born august 22 , 1979 ) is a scottish football professional who also plays with elgin city , where he is currently assistant manager .	graham bayne ( born 22 august 1979 ) is a scottish professional footballer who also plays for elgin city , where he is currently assistant manager .	1
the four wives of mundal ji had khemi , toli , thukri and santokhi named a son seuram ji and a daughter .	the four women of mundal ji had khemi , toli , thukri and santokhi a son named seuram ji and a daughter .	1
"it was then the capital of a province ( called "" mauretania prima "" ) under byzantine rule and was still a place of strategic importance ."	"back then , it was the capital of a province ( called "" mauretania prima "" ) under byzantine rule and was still a place of strategic importance ."	1
the msm model can be specified both in discrete and continuous time .	the msm model can be specified in both continuous time and discrete time .	1
jamie syme is the older borther of the rugby league , and rugby union footballer ; jason syme .	jason jamie syme is the older borther of the rugby - league and rugby - union - footballers .	1
according to hernandez , tna wanted to create a more mexican stable , but hernandez refused to use stereotyped jargon , so gave tna the promos to anarquia .	according to hernandez , tna wanted to create a more mexican stable , but hernandez refused to use stereotypical jargon , so tna gave the promos to anarquia .	1
in these he already shows an adaptation to the roman style , especially that of michelangelo , whose ceiling had just been completed the sistine chapel .	in these he already shows an adaption to roman style , especially that of michelangelo , whose sistine chapel ceiling had just been completed .	1
she was to become the mother of jehangir 's eldest surviving son and successor , akbar .	she was to become the mother of jehangir 's oldest surviving son and successor , akbar .	1
""" p. seippi "" should be implanted in pairs in a well housed terrarium ."	""" p. seippi "" should be planted in pairs in a well housed terrarium ."	1
here is a list of schools in harford county , maryland . both public schools and independent schools are included , but parochial schools are not listed .	here is a list of schools in harford county , maryland , which are included in both public schools and independent schools , but parish schools are not listed .	1
recker kept the grocery store and portner focused on expanding the brewery .	recker retained the grocery store , and portner focused on expanding the brewery .	1
it received a smoother layout with more material -- the second edition under grier was 48 pages .	it received a smoother layout with more material -- the second issue under grier was 48 pages .	1
in 2000 , he was ranked the 51st best prospect in baseball and the fifth best prospect in the braves organization .	in 2000 , he was classified the 51st best prospect in baseball and the fifth best prospect in the braves organization .	1
the freighter that brought jaime in the first episode from ponta delgada to canada was cgi : the design was finalized in 3d and manufactured in the post-production .	the freighter that took jaime from ponta delgada to canada in the first episode , was cgi : the design was finalized in 3d and made in post-production .	1
chinese family planning policy allows minorities , including muslims , to have up to two children in rural areas , and three to four children in urban areas .	china ' s family planning policy allows minorities , including muslims , to have up to two children in rural areas and three to four children in urban areas .	1
the show premiered on 27 march 2012 at the theatre royal in newcastle , directed by ed curtis and choreographed by nick winston .	the show was premiered on 27 march 2012 at theatre royal in newcastle , directed by ed curtis and choreographed by nick winston .	1
the magistrate of penghu is the chief executive officer of the penghu county government .	the magistrate of penghu is the chief executive of the government of penghu county .	1
"lytton was emma watson 's double counterpart in the film "" harry potter and the chamber of secrets "" ."	"lytton was emma watson 's double in the film "" harry potter and the chamber of secrets "" ."	1
stenolechia zelosaris is a moth of the family gelechiidae . it is found in india ( assam ) .	stenolechia zelosaris is a moth from the family of gelechiidae , which is found in assam ( india ) .	1
other visitors of the colony were the writer alfred kreymborg and the sculptor adolf wolff .	other frequenters of the colony were the writer alfred kreymborg and the sculptor adolf wolff .	1
eric midkiff replaced glenn jones in the band in 1996 and played guitar while hart moved to bass .	in 1996 , eric midkiff replaced glenn jones in the band and played the guitar , while hart switched to bass .	1
he took cylinders for the edison company before coming to the us , and these were marketed to the german-speaking population in the united states .	he recorded cylinders for the edison company before coming to the united states , and these were marketed in the u.s. to the german-speaking population .	1
in the semi-finals , the teams play teams first in the pools and the second place from the other pool .	in the semi-finals the teams in first place in the pools play the second place teams from the other pool .	1
the 381st bombardment group was formed on the pyote air force base and was assigned to ridgewell airfield in essex , england , around six miles from haverhill .	the 381st bombardment group was formed at pyote air force base and was assigned to ridgewell airfield in essex , england , about six miles from haverhill .	1
he was educated at brunswick house , a preparatory school in folkestone , and then moved to the sutherland house , a similar school in hove .	he was educated at brunswick house , a preparatory school in folkestone and then moved to sutherland house , a similar school in hove .	1
tv shows in cape verde are made in praia by tcv and record cabo verde .	television shows in cape verde are made by tcv and record cabo verde in praia .	1
the millersburg area school district is required to pay the charter school and cyber charter school teaching for residents who attend these public schools .	the millersburg area school district is required to pay the charter school and cyber charter school tuition for residents who attend these public schools .	1
barbara rogowska , known as barbara kwarc ( born june 19 , 1953 ) is a polish comedian actress , comic and celebrity .	barbara rogowska , better known as barbara kwarc ( born june 19 , 1953 ) , is a polish actress , comic book and celebrity .	1
"other works of bailly in washington , d.c. include sculptures by benjamin hallowell and alexander "" boss "" shepherd ."	"bailly 's other works in washington , d.c. include sculptures of benjamin hallowell and alexander "" boss "" shepherd ."	1
the other entrances on the west side have new iron lamp standards and old lanterns , and one has an iron balustrade .	the other entrances on the west side have new iron lamp standards and old lamps , and one has an iron balustrade .	1
char hesamaddi is a village in barisal division in the barisal district of southern-central bangladesh .	char hesamaddi is a village in the barisal district of barisal division in southern central bangladesh .	1
she talks to jess 's parents and speculates that jen may have come back to take the earrings .	she talks to jess 'apos ; parents and speculates that jen may have come back to take the earrings .	1
lombardo left the band due to an elbow injury and was replaced by former bostaph member .	lombardo left the band due to an elbow injury and was replaced by former member bostaph .	1
the father of latifun nisan , husain mohammad was the son of mohammad jamal ibn mohammad adam ibn zainuddin ibn moinuddin ibn qazi fatehullah of tijara .	husain mohammad , the father of latifun nisan , was the son of mohammad jamal ibn muhammad adam ibn zainuddin ibn moinuddin ibn qazi fatehullah of tijara .	1
nicklas kulti defeated michael stich 6 -- 3 , 1 -- 6 , 6 -- 2	nicklas kulti defeated michael stich 6 -- 3 , 1 -- 6 , 6 - 2 .	1
in biology , biological specificity is the tendency of a characteristic such as a behavior or a biochemical variation to occur in a particular species .	in biology , biological specificity is the tendency of a characteristic , such as behavior or biochemical variation , in a particular way to occur .	1
without hesitating , hasan took his squadron into the harbour , burned it and the arsenal , plundered the umayyad ships anchored there , and returned to ifriqiya .	hasan took his squadron into the port without hesitation , burned it and the arsenal , plundered the umayyad ships anchored there , and returned to ifriqiya .	1
on june 30 , 2016 , infante agreed to a minor league deal with the braves . he was released by the atlanta braves on august 16 , 2016 .	on 30 june 2016 , infante agreed to a minor league deal with the atlanta braves and was released by the braves on august 16 , 2016 .	1
brahamdagh bugti was born in 1982 to rehan khan bugti , the fourth son of akbar bugti . rehan died a short time after brahamdagh 's birth .	brahamdagh bugti was born in 1982 , the son of akbar bugti , rehan khan bugti , and died a short time after brahamdagh 's birth .	1
this is a list of city and regional parks in british columbia including national parks , provincial parks , urban and regional parks .	this is a list of municipal and regional parks in british columbia including national parks , provincial parks , municipal and regional parks .	1
walter hart ( or walter lyhert , died on 24 may 1472 ) was a medieval bishop of norwich .	walter hart ( or walter lyhert ; died 24 may 1472 ) was a medieval bishop of norwich .	1
the standard distribution function ( cdf ) of cumulative distribution is :	the standard distribution function ( cdf ) of the cumulative distribution is :	1
"since the 19th century , artificial beings are common in fiction , as in karel čapek 's "" frankenstein "" or mary shelley 's "" r.u.r "" ."	"artificial beings are common in fiction since the 19th century , as in karel čapek 's "" frankenstein "" or mary shelley "" r.u.r "" ."	1
there is another nearby feature with this name , located northeast north bloomfield at .	there is another nearby feature with this name , north bloomfield northeast .	1
the area is connected to the internal nevada test site ( nts ) road network , with paved roads leading west to mercury and south to yucca flat .	the area is connected to the internal road network of the nevada test site ( nts ) , with paved roads leading to the west to mercury and south to yucca flat .	1
tamarie cooper returned to houston to found the catastrophic theatre with nodler later in that year .	later this year , tamarie cooper returned to houston to found the catastrophic theatre with nodler .	1
other indigenous communities are the konkanis and the tuluvas of the coastal town of karnataka , the kodavas of kodagu - district of karnataka .	other native communities are the tuluvas and the konkanis of coastal karnataka , the kodavas of the kodagu district of karnataka .	1
in front of the broken veranda are holes for fastening wooden pillars .	in front of the broken veranda are holes for fixing wooden pillars .	1
praedora leucophaea is a moth of the sphingidae family , known from dry bush areas from northern kenya to south africa .	praedora leucophaea is a moth of the family sphingidae . it is known from dry bush areas from northern kenya to south africa .	1
it serves mumbai area of dadar city .	it serves mumbai area of the city dadar .	1
"if so , fair territory would probably have been shaped like a modern five-page "" home plate "" ."	"if so , fair territory would probably have been shaped like a modern five-sided "" home plate "" ."	1
the municipality is divided into the barrios san josé , isabel , realengo and asunción .	the municipality is divided into the barrios of asunción , isabel , realengo and san josé .	1
""" r "" module is isomorphic to a direct sum of copies of "" r "" as left ( resp ."	"right ) "" r "" -module is isomorphic to a direct sum of copies of "" r "" as left ( resp ."	1
""" representation in the fictional world signifies social existence ; absence means symbolic annihilation . """	""" representation in the fictional world means social existence , absence means symbolic annihilation ."	1
he serves as president of the new york stock exchange , including the nyse group .	he serves as the president of the nyse group , including the new york stock exchange .	1
the second male pleopod has the appendix masculina about as slender , but slightly longer than the appendix interna ; it ends in a number of strong setae .	the second male pleopod has the appendix masculina about so lean , but slightly longer than the appendix interna , it ends in a number of strong setae .	1
"murray cantor , distinguished engineer of ibm , wrote "" nate silver 's signal and noise "" is an excellent description of how the forecast works ."	"murray cantor , ibm distinguished engineer , wrote "" nate silver 's "" the signal and noise "" is an excellent description of how prediction works ."	1
suzuki beane is a humor book written in 1961 by sandra scoppettone and illustrated by louise fitzhugh .	suzuki beane is a humorous book written by sandra scoppettone in 1961 and illustrated by louise fitzhugh .	1
there are currently twenty-one churches in seven states ( arkansas , kentucky , north carolina , ohio , tennessee , virginia , and west virginia . )	there are currently twenty-one churches in seven countries ( arkansas , kentucky , north carolina , ohio , tennessee , virginia and west virginia ) .	1
robert edward turner 's son , ted turner , inherited the company when the elder turner died in 1963 .	the son of robert edward turner , ted turner , inherited the company when the elder turner died in 1963 .	1
a brunch forum by chris wallace with presidential candidates , originally sponsored by the new hampshire republican party , was planned to be broadcast at fox news .	a brunch forum housed by chris wallace with presidential candidates , originally to be sponsored by the new hampshire republican party , was planned for broadcast on fox news .	1
the ship visited okinawa during the second september week and spent the rest of the month in guam in the marianas .	the ship visited okinawa during the second week in september and then spent the rest of the month at guam in the marianas .	1
he originally played with hc spartak moscow in khl during the 2010 season -- 11 continental hockey league .	he originally played with hc spartak moscow in the continental hockey league during the season 2010 -- 11 khl .	1
according to the united states census bureau , the town is a total area of , of which has land and , or 1.35 % , is water .	according to the united states census bureau , the city has a total surface area of which is land and , or 1.35 % , is water .	1
the romanesque language , galician ( galego ) , which is currently used in galicia , is closely related to the portuguese language spoken mainly in brazil and portugal .	the romance language currently used in galicia , galician ( galego ) is closely related to the portuguese language spoken mainly in brazil and portugal .	1
"franz josef land , arkhangelsk oblast , russia ( russian : "" остров галля "" ; "" ostrov gallya "" ) is an island in hall island ."	"franz josef land , archangelsk oblast , russia ( russian : "" остров галля "" ; "" ostrov gallya "" ) is an island in the hall - island ."	1
darren wassall attended our lady of fatima primary school and the lordswood girls secondary school and is a cousin of footballer isitt .	darren wassall went to our lady of fatima primary school and lordswood girls secondary school and is a cousin of the footballer isitt .	1
other studies have also been submitted to the congress by the federal power commission and power authority of new york .	also other studies were submitted to the congress by the federal power commission and power authority of new york .	1
the district of waitaki , in the regions of canterbury and otago of new zealand , spans the traditional border between the two regions , the waitaki river .	the waitaki district , in the canterbury and otago regions of new zealand , straddles the traditional border between the two regions , the waitaki river .	1
warrington died on february 10 , 1906 in brentford , middlesex , and his will was demonstrated in london on march 29 .	warrington died on 10 february 1906 in brentford , middlesex , and his will was proved on 29 march in london .	1
due to the high prices and volatile capital costs , few deposits can be exploited economically without subsidies .	due to high prices and volatile capital costs , few deposits without subsidies can be economically exploited .	1
dr. irwin , a u.s. air force orthopedic surgeon , was instrumental in preventing the amputation of john forrest 's leg .	dr. irwin , an orthopedic surgeon of the u.s. air force , was instrumental in preventing the amputation of john forrest 's leg .	1
cranoe is a civil village and small parish in the harborough district of leicestershire , england .	cranoe is a civil village and small municipality in the district of harborough of leicestershire , england .	1
"on october 31 , 1846 , duke of roxburgh "" again sailed from port phillip and reached gravesend on march 7 , 1847 ."	""" duke of roxburgh "" sailed again from port phillip on 31 october 1846 and arrived at gravesend on 7 march 1847 ."	1
jimmy wareing was born in cumberland in 1917 and played for silloth and silloth rugby - union prior to the war .	jimmy wareing was born in cumberland in 1917 and played rugby union for silloth and silloth before the war .	1
the track was acquired in 1997 450 and was renumbered the following year by the punchbowl bus company .	the route was acquired 450 in 1997 and renumbered by the punchbowl bus company the following year .	1
civolution has offices in eindhoven ( the netherlands ) , london ( uk ) , rennes ( france ) , new york city , burbank ( los angeles ) .	civolution has offices in eindhoven ( the netherlands ) , london ( united kingdom ) , rennes ( france ) , new york city , burbank ( los angeles ) .	1
for decades there was rivalry between herbert rhodes , his friend edward partington , and the woods and sidebottoms .	for decades , there was a rivalry between herbert rhodes , his friend edward partington , and the woods and sidebottoms .	1
from each work it has , depending on importance , a short description , selected poems and includes different reviews .	from each work , depending on its importance , it includes a brief description , selected poems and has different reviews .	1
a stanley graham ( named eric stanley george graham ) ( november 12 , 1900 -- october 21 , 1941 ) was a new zealander who killed seven people .	stanley graham ( baptized eric stanley george graham ) ( 12 november 1900 -- 21 october 1941 ) was a new zealander who killed seven people .	1
a total of 16 teams participated , but only 13 teams qualified in the finals of the olympic tournament .	in total , 16 teams participated , but only 13 teams qualified for the finals of the olympic tournament .	1
vincent van gogh gave agostina segatori 's first exhibition in her café tambourin .	vincent van gogh gave agostina segatori 's first exhibition at her café tambourin .	1
it was reopened in 2010 with new buses and upgraded in early 2011 .	it was reopened with new coaches in 2010 and upgraded in early 2011 .	1
tanzania meridionalis is a small diving spider that lives in south africa .	tanzania meridionalis is a small jumping spider that lives in south africa .	1
the film was produced , directed and edited by tom flannery and lorne clarke , and the soundtrack was written by bruce david janu .	the film was produced , directed and edited by tom flannery and lorne clarke . the soundtrack was composed by bruce david janu .	1
the river valea arsurii is a tributary of the valea mica river in romania .	the valea arsurii river is a tributary of the valea mică river in romania .	1
according to the united states census bureau , irvine is a total surface area of which land is and , or 5.13 % , has water .	according to the united states census bureau , irvine has a total area of , of which is land and , or 5.13 % , is water .	1
the average net content of a croatian worker was 5,895 hrk per month in january 2017 , while the average gross salary was 7,911 hrk per month .	the average net salary of a croatian worker in january 2017 was 5,895 hrk per month , and the average gross salary was 7,911 hrk per month .	1
members of the patent pool g.723.1 are nokia , the université de sherbrooke , the nippon telegraph and telephone corporation , audiocodes and france telecom .	members of the patent pool g.723.1 are audiocodes , france telecom , université de sherbrooke , nippon telegraph and telephone corporation and nokia .	1
""" thanks to the facebook generation , anyone by simply installing a selfie can become a kevin spacey or a harvey winestone "" , he added ."	""" thanks to the facebook generation , anyone by simply mounting a selfie can become a harvey weinstone or a kevin spacey "" , he added ."	1
in all authors , the verb tends to be main , more often in final clauses than in subordinate clauses .	in all authors , the verb tends to be head , more often in the final clauses than in subordinate clauses .	1
serena williams and venus williams won in the final 5 -- 7 , 6 -- 2 , 6 -- 2 against alexandra fusai and nathalie tauziat .	serena williams and venus williams won 5 : 7 , 6 : 2 , 6 : 2 against alexandra fusai and nathalie tauziat in the final .	1
he also worked as translator for swedish media journalists and a national newspaper .	he also worked as a translator for swedish media journalists and a national newspaper .	1
they later moved to whitefish bay , wisconsin , and then to new york city .	later they moved to whitefish bay , wisconsin , and then to new york city .	1
a wide range of different radical monomers with a unique r can be synthesized .	a wide range of different radical monomers with unique r can be synthesized .	1
"as of september 2015 , goodyear is again president of the "" goodyear capital corporation "" and the "" goodyear investment company "" ."	"as of september 2015 , goodyear is again the president of "" goodyear investment company "" and "" goodyear capital corporation "" ."	1
"in 2016 , atticus decker returned in the recurring role of adam "" home and away "" ."	"in 2016 , atticus decker rejoined "" home and away "" in the recurring role of adam ."	1
immanuel dornfeld was a spiritual father and main initiator of this wine school .	the spiritual father and main initiator of this wine school was immanuel dornfeld .	1
martha decides to add james to her story about olive by renaming jimmy .	martha decides to add james to her story about olive , renaming him jimmy .	1
nick rotteveel ( born january 6 , 1989 ) , professionally known as nicky romero , is a dutch dj , record producer , musician and remixer .	nick rotteveel ( born 6 january 1989 ) , professionally known as nicky romero , is a dutch dj , record producer , musician and remixer .	1
if it was right and moral , as i now believe , it was necessary .	if it was right and moral , as i now believe , then it was necessary .	1
her family contacted corentin rahier , who suggested muriel zazoui as a potential partner .	her family contacted corentin rahier , who proposed muriel zazoui as a potential partner .	1
he started his practice in lincoln , nebraska then moved back to omaha in 1912 .	he started his practice in lincoln , nebraska , and then moved back to omaha in 1912 .	1
"in the 2014 film "" get on up "" , a biography of josh hopkins presented by james brown , bryan grazer and mick jagger bass is produced ."	"in the 2014 film "" get on up "" , a biography of josh hopkins portrayed by james brown , bass is produced by bryan grazer and mick jagger ."	1
"in december 2009 , it was announced that conroy would be joining the cast of "" the bold and the beautiful "" as oliver jones ."	"in december 2009 , it was announced that conroy as oliver jones would be included in the cast of "" the bold and the beautiful "" ."	1
henry beaumont , his niece and heir , married alice comyn , a french nobleman in the english service .	his niece and heir , henry henry beaumont , married alice comyn , a french aristocrat in the english service .	1
these sectors were also created when the city was divided :	when the city was divided , these sectors were also created :	1
sweden has an embassy in ankara and a general consulate in istanbul . turkey has an embassy in stockholm .	sweden has an embassy in ankara and a consulate -- general in istanbul . turkey has an embassy in stockholm .	1
nool veli ( fence of yarn ) is a 1979 tamil film playing with saritha , sujatha and sarath babu .	nool veli ( fence of the yarn ) is a 1979 - tamil film with sarath babu , sujatha and saritha .	1
subsequently , air new zealand certified the general electric fans-1 package , and united airlines certified the pratt & whitney fans-1 package .	air new zealand then certified the general electric fans-1 package and certified the pratt & amp ; whitney fans-1 package to united airlines .	1
"pluto was classified as the planet when the grand tour was launched and was proposed at the time "" new horizons "" ."	"note : pluto was classified as a planet when the grand tour was launched and at the time "" new horizons "" was proposed ."	1
alliances with cpu set players can only be controlled at the start of the game .	alliances with cpu - set players can be controlled only at the beginning of the game .	1
a game in combinatorial game theory is impartial if it is not partisan .	in combinatorial game theory , a game is impartial if it is not partisan .	1
"in october 1989 , freud performed in the same theatre 's "" nuts ( homage to langland ) "" ."	"in october 1989 , freud performed at the same theatre in "" nuts ( homage to langland ) "" ."	1
the present mayor of crestview hills is paul meier and the city administrator is tim williams .	the current mayor of crestview hills is paul meier and the city administrator is tim williams .	1
outhgill is a hamlet in mallerstang , cumbria , situated about 5 miles south of kirkby stephen .	outhgill is a hamlet in mallerstang , cumbria . it lies about 5 miles south of kirkby stephen .	1
when playing fields were sold nearer the school , fender field was later developed .	as playing fields nearer the school were sold , fender field was later developed .	1
losses for the day were killed 16 and 98 wounded , while the kpa 9 killed captive and estimated 50 and lost 55 wounded .	marine losses for the day were 16 killed and 98 wounded , while the kpa lost 9 captured and an estimated 50 killed and 55 wounded .	1
dorset is a town in western vermont , in the taconic range of northern bennington county .	dorset is a city in western vermont , taconic range in the northern part of bennington county .	1
this kind is regularly caught along the coasts of sicily , italy , greece , crete , france , turkey and spain .	this kind is regularly caught along the coasts of crete , greece , sicily , italy , france , turkey and spain .	1
at work , daniel asked betty to get a new wheelchair that he wanted to use at the event .	at work , daniel asked betty to pick up a new wheelchair that he wanted to use at the event .	1
georges merle died in paris in 1881 , his son hugues merle became a painter as well .	georges merle died in 1881 in paris . his son hugues merle also became a painter .	1
the 1927 colgate university football team represent colgate in the 1927 college football season .	the 1927 colgate university football team represented colgate in the 1927 college football season .	1
codice 13 is also a compiler - magic - function of oxygene , but is not a real function and is rolled back to conditional statements at compile time .	codice _ 13 is also a compiler magic function of oxygene . it is not a real function and is at compile time unrolled to conditional statements .	1
after the death of fred miller in 1998 and john paul miller in 2000 , mary miller continued living in the house , located south of cleveland .	after the death of fred miller in 1998 and john paul miller in 2000 , mary miller lived in the house south of cleveland .	1
"the league has been described as using english and celtic mythology "" against what is perceived as a politically correct celebration of multicultural southern diversity "" ."	"the league has been described as using english and celtic mythology "" belligerently against what is perceived as a politically correct celebration of multicultural southern diversity "" ."	1
nijgh was coached by ernst van altena , who had previously translated works by jacques brel .	nijgh was trained by ernst van altena , who had previously translated works by jacques brel .	1
a historical figure is a famous person in history , such as katharina the great , napoleon , washington , or abraham lincoln .	a historical figure is a famous person in history , such as catherine the great , napoleon , washington , or abraham lincoln .	1
